X,Y,OBJECTID,Objecttype,Type_fietsstalling,Ligging,Straatnaam,Huisnummer,Aanvulling,District,Postcode,Fietspomp,Objectcode,Aantal_plaatsen,Aantal_rijen,Latitude,Longitude
481038.353640123,6682489.70332123,525415,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Antwerpsebaan,150,Aan schoolingang,Berendrecht_zandvliet_lillo,2040,,FS_0254158,5,1,51.34466939904043,4.321241053226139
477707.507693638,6675610.8723803,525416,FIETSSTALLING,P_BEUGEL_GROEP,GROENZONE,Scheldelaan,,Boven aan de trap parking,Berendrecht_zandvliet_lillo,2040,,FS_0254154,2,1,51.30605476481027,4.291319554998388
494841.801829954,6665471.65641951,525417,FIETSSTALLING,NIETJE_GROEP,VOETGANGERSZONE,Speelpleinstraat,60,,Merksem,2170,,FS_0254155,4,1,51.24907851635139,4.44523953805091
480474.415374149,6683310.5044446,525418,FIETSSTALLING,NIETJE_GROEP,PLEIN,Bullesteeg,2A,Aan sporthal,Berendrecht_zandvliet_lillo,2040,,FS_0254150,16,2,51.34927483282854,4.316175109589896
481091.808813795,6682376.19154011,525419,FIETSSTALLING,BETH_GALI,VOETGANGERSZONE,Antwerpsebaan,140,"Voor ingang districtshuis, rechts",Berendrecht_zandvliet_lillo,2040,,FS_0254151,3,1,51.344032459251494,4.321721249221387
479924.023036912,6685032.96978221,525420,FIETSSTALLING,NIETJE_GROEP,SPEELTERREIN,De Keyserhoeve,66,Achteraan cultuurcentrum,Berendrecht_zandvliet_lillo,2040,,FS_0254152,27,1,51.35893791047327,4.311230851101874
488946.350995008,6657041.43142271,525421,FIETSSTALLING,NIETJE_ENKEL,VOETPAD,Brederodestraat,171,,Antwerpen,2018,,FS_0254159,1,1,51.201651948377794,4.392279802132839
486810.026540849,6653835.36667008,525422,FIETSSTALLING,P_BEUGEL_GROEP,MIDDENBERM,Sint-Bernardsesteenweg,584,to 584,Hoboken,2660,,FS_0009547,6,1,51.18360251384359,4.373088873042746
486803.802543247,6653821.88819358,525423,FIETSSTALLING,P_BEUGEL_GROEP,MIDDENBERM,Sint-Bernardsesteenweg,594,to 594,Hoboken,2660,,FS_0009548,6,1,51.183526618081586,4.3730329619210035
494529.577300212,6662133.82005325,525424,FIETSSTALLING,P_BEUGEL_GROEP,VOETPAD,Schijnpoortweg,113-115,lotto arena,Merksem,2170,,FS_0009550,24,4,51.230306436601516,4.442434777379468
490539.726160154,6655516.23367694,525425,FIETSSTALLING,NMBS_LOS_DUBBELZIJDIG,PARKEERZONE,Desguinlei,15-17,naast 15-17,Antwerpen,2018,,FS_0254248,96,4,51.1930663045159,4.40659333477471
489549.659184038,6654759.29063042,525426,FIETSSTALLING,NIETJE_GROEP,PLEIN,Vogelzanglaan,6,naast het gebouw,Antwerpen,2020,,FS_0009551,15,3,51.18880472628151,4.39769941180524
485258.942983445,6653927.38350312,525427,FIETSSTALLING,NIETJE_GROEP,PLEIN,Lageweg,139,academie hoboken,Hoboken,2660,,FS_0253443,4,1,51.1841206467839,4.35915525237712
488551.080211786,6657642.26980188,525428,FIETSSTALLING,RIK_ENKEL,VOETPAD,Emiel Banningstraat,53,,Antwerpen,2000,,FS_0007675,1,1,51.20503374877097,4.388729024273496
489243.843076225,6658469.92206521,525429,FIETSSTALLING,RIK_GROEP,VOETPAD,Karel Rogierstraat,45,,Antwerpen,2000,,FS_0007676,5,1,51.209691757590306,4.394952218967457
489726.720204463,6658359.35474568,525430,FIETSSTALLING,RIK_GROEP,VOETPAD,Verbondstraat,67,to 68,Antwerpen,2000,,FS_0007677,2,1,51.209069514400824,4.399289978013936
489711.699063589,6658334.16771864,525431,FIETSSTALLING,RIK_GROEP,VOETPAD,Verbondstraat,67,to 74,Antwerpen,2000,,FS_0007678,4,1,51.20892776739901,4.399155040809615
490357.561450818,6659588.41742314,525432,FIETSSTALLING,RIK_HAAKS,VOETPAD,Lange Gasthuisstraat,7,,Antwerpen,2000,,FS_0007680,2,2,51.21598587646554,4.4049569213484725
490117.694276911,6659674.07966675,525433,FIETSSTALLING,RIK_GROEP,VOETPAD,Everdijstraat,27,,Antwerpen,2000,,FS_0007681,12,1,51.216467888901796,4.40280215786368
490100.858230266,6659849.74156011,525434,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Lombardenvest,52,,Antwerpen,2000,,FS_0007682,8,1,51.21745630411823,4.402650917083427
490915.763415425,6659688.67029131,525435,FIETSSTALLING,RIK_GROEP,VOETPAD,Hopland,13,to 13,Antwerpen,2000,,FS_0007683,2,1,51.216549988308834,4.409971334912792
490876.741953244,6659683.45325516,525436,FIETSSTALLING,RIK_GROEP,VOETPAD,Hopland,1,to 1,Antwerpen,2000,,FS_0007684,2,1,51.21652063279171,4.4096207991539345
490805.52729684,6659804.61216804,525437,FIETSSTALLING,NIETJE_GROEP,PLEIN,Wapper,7,to 7,Antwerpen,2000,,FS_0007685,4,1,51.21720237185573,4.408981067010924
489445.175951242,6660587.02425679,525438,FIETSSTALLING,P_BEUGEL_GROEP,VOETPAD,Steenplein,4,,Antwerpen,2000,,FS_0007686,12,1,51.22160461862677,4.396760822955692
489471.756327548,6660582.30247974,525439,FIETSSTALLING,P_BEUGEL_GROEP,VOETPAD,Steenplein,4,to 4 ad wandelpromenade,Antwerpen,2000,,FS_0007687,7,1,51.22157805277971,4.396999598538624
489473.110784972,6659979.88810609,525440,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Oever,1,,Antwerpen,2000,,FS_0007689,2,1,51.218188599666234,4.397011765836681
489311.263697191,6659795.72122082,525441,FIETSSTALLING,BUISBEUGEL_ENKEL,VOETPAD,Kloosterstraat,16,,Antwerpen,2000,,FS_0007691,1,1,51.217152344463535,4.395557868710242
487646.851834072,6655380.41647755,525442,FIETSSTALLING,RIK_DUBBEL,MIDDENBERM,Sint-Bernardsesteenweg,236,to 236 middenberm,Antwerpen,2020,,FS_0007692,1,1,51.19230168469075,4.380606202553145
487634.665201796,6655387.66799226,525443,FIETSSTALLING,RIK_DUBBEL,MIDDENBERM,Sint-Bernardsesteenweg,236,middenberm,Antwerpen,2020,,FS_0007693,1,1,51.19234250938365,4.3804967281727905
487512.876330169,6655118.19619513,525444,FIETSSTALLING,RIK_GROEP,VOETPAD,Sint-Bernardsesteenweg,113,,Antwerpen,2020,,FS_0007694,3,1,51.19082540847074,4.379402680124609
487382.534977899,6655026.66663481,525445,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Sint-Bernardsesteenweg,320,den tir,Antwerpen,2020,,FS_0007696,5,1,51.190310094277486,4.378231803835639
487640.799765799,6654850.30925087,525446,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Abdijstraat,64-66,,Antwerpen,2020,,FS_0007699,5,1,51.18931718062324,4.380551835898844
487723.866577736,6654772.81973418,525447,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Pierenbergstraat,31,od hoek,Antwerpen,2020,,FS_0007700,2,1,51.188880898396015,4.381298037766504
487865.100606811,6654700.9928704,525448,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Abdijstraat,117,,Antwerpen,2020,,FS_0007701,3,1,51.188476494403474,4.3825667646360635
488047.985200477,6654541.368969,525449,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Wittestraat,103,,Antwerpen,2020,,FS_0007702,6,1,51.187577757464574,4.384209644893264
488059.747501292,6654573.51892906,525450,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Wittestraat,104,,Antwerpen,2020,,FS_0007703,3,1,51.18775877410072,4.384315307439249
488132.495501043,6654481.67788033,525451,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Landbouwstraat,88,od hoek,Antwerpen,2020,,FS_0007704,3,1,51.1872416717999,4.384968813839904
