X,Y,OBJECTID,Objecttype,Type_fietsstalling,Ligging,Straatnaam,Huisnummer,Aanvulling,District,Postcode,Fietspomp,Objectcode,Aantal_plaatsen,Aantal_rijen
494840.188942136,6663774.27112313,526237,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Borrewaterstraat,125,,Merksem,2170,,FS_0008621,2,1
494873.252497813,6663757.57910881,526238,FIETSSTALLING,NIETJE_GROEP,PLEIN,Borrewaterstraat,127,to 127 op pleintje,Merksem,2170,,FS_0008622,4,1
494901.002669248,6663675.94881338,526239,FIETSSTALLING,BUISBEUGEL_GROEP,VOETPAD,Borrewaterstraat,,to vrijhandelstraat,Merksem,2170,,FS_0008623,6,1
495468.129122339,6665058.98817995,526240,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Bredabaan,628,to 628,Merksem,2170,,FS_0008624,8,1
496029.840854691,6665235.6743192,526241,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Oudebareellei,43,,Merksem,2170,,FS_0008626,4,1
496056.670636433,6665247.42546194,526242,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Oudebareellei,58,,Merksem,2170,,FS_0008627,4,1
496090.60697805,6665244.29164769,526243,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Oudebareellei,60,,Merksem,2170,,FS_0008628,4,1
496387.409969672,6665191.93673278,526244,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Irislei,1,hoek oude bareellei,Merksem,2170,,FS_0008629,2,1
494424.350172251,6664709.51558455,526245,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Nieuwdreef,53,naast 53,Merksem,2170,,FS_0008630,4,1
494546.191642247,6664859.6314288,526246,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Van Roiestraat,79,,Merksem,2170,,FS_0008631,2,1
494986.475317753,6664994.15248486,526247,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Elfnovemberstraat,1,,Merksem,2170,,FS_0008632,3,1
495096.920971855,6665023.60825619,526248,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Van Heybeeckstraat,1,,Merksem,2170,,FS_0008633,3,1
495103.682249226,6664984.6683219,526249,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Sint-Franciscusplein,1,,Merksem,2170,,FS_0008634,3,1
495158.319192746,6664961.30313982,526250,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Weggestraat,12,,Merksem,2170,,FS_0008635,3,1
494818.213429065,6666313.58672525,526251,FIETSSTALLING,NIETJE_GROEP,VOETPAD,De Wilgen,68,,Merksem,2170,,FS_0008636,2,1
495248.594863613,6665100.05009076,526252,FIETSSTALLING,RIK_GROEP,VOETPAD,Parkweg,,kant  heybeeckstraat,Merksem,2170,,FS_0008637,6,1
495257.259124853,6665088.06377193,526253,FIETSSTALLING,RIK_GROEP,VOETPAD,Parkweg,,kant  heybeeckstraat,Merksem,2170,,FS_0008638,6,1
495300.236392349,6665027.30436754,526254,FIETSSTALLING,RIK_GROEP,VOETPAD,Parkweg,,kant bredabaan,Merksem,2170,,FS_0008639,6,1
495310.133798728,6665013.42643633,526255,FIETSSTALLING,RIK_GROEP,VOETPAD,Parkweg,,kant bredabaan,Merksem,2170,,FS_0008640,6,1
493923.415908501,6663684.88858402,526256,FIETSSTALLING,NIETJE_GROEP,PARKEERZONE,Bredabaan,189,,Merksem,2170,,FS_0008641,2,1
495238.863742748,6665171.30120635,526257,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Van Heybeeckstraat,9,aan zwembad,Merksem,2170,,FS_0008642,7,1
495207.513034755,6665136.31706351,526258,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Van Heybeeckstraat,9,voor zwembad,Merksem,2170,,FS_0008643,5,1
495186.980376807,6665152.99208813,526259,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Van Heybeeckstraat,9,voor zwembad,Merksem,2170,,FS_0008644,5,1
495302.988614499,6665135.54861136,526260,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Van Heybeeckstraat,28-30,onder luifel bibliotheek,Merksem,2170,,FS_0008645,14,1
495538.883482729,6665384.24266976,526261,FIETSSTALLING,P_BEUGEL_GROEP,VOETPAD,Dokter Maurice Timmermanslaan,21,to 21,Merksem,2170,,FS_0008647,4,2
495558.569841528,6665377.0108926,526262,FIETSSTALLING,BUISBEUGEL_GROEP,VOETPAD,Sint-Lutgardisstraat,2-4,to 2-4,Merksem,2170,,FS_0008648,2,1
495227.159603941,6665771.13838451,526263,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Kroonplein,1,thv 1 od hoek,Merksem,2170,,FS_0008649,3,1
495265.699315862,6665820.22239191,526264,FIETSSTALLING,NIETJE_GROEP,PLEIN,Du Chastellei,51,to 51 op plein,Merksem,2170,,FS_0008650,3,1
495270.546849864,6665866.79016449,526265,FIETSSTALLING,NIETJE_GROEP,PLEIN,Kroonplein,44,to 44 op plein,Merksem,2170,,FS_0008651,3,1
495101.181795147,6666094.77485579,526266,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Laaglandlaan,33,,Merksem,2170,,FS_0008652,4,1
495127.176060589,6665898.52901709,526267,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Kroonplein,27,,Merksem,2170,,FS_0008653,5,1
494732.478865622,6665299.77101473,526268,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Terlindenhofstraat,199,"id bocht, hoek met Speelpleinstraat",Merksem,2170,,FS_0008654,8,1
494842.305078922,6665385.93180493,526269,FIETSSTALLING,BUISBEUGEL_GROEP,VOETPAD,Speelpleinstraat,,toegang park to parking,Merksem,2170,,FS_0008655,10,2
495935.712805422,6665503.29903174,526270,FIETSSTALLING,RIK_GROEP,VOETPAD,Victor Roosensplein,45,to 45,Merksem,2170,,FS_0008656,12,3
495822.046338368,6665363.68698245,526271,FIETSSTALLING,RIK_GROEP,VOETPAD,Victor Roosensplein,5,,Merksem,2170,,FS_0008657,3,1
492533.626115288,6664639.69341042,526272,FIETSSTALLING,P_BEUGEL_GROEP,VOETGANGERSZONE,Klipperstraat,379,to 379 station,Antwerpen,2030,,FS_0008658,8,1
492181.602664247,6665232.14471084,526273,FIETSSTALLING,NIETJE_GROEP,GROENZONE,Santiagostraat,2,grasveld sporthal speeltuin,Antwerpen,2030,,FS_0008659,12,1
492377.209625298,6665352.997791,526274,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Columbiastraat,8a,schouwburg,Antwerpen,2030,,FS_0008660,5,1
492285.02520861,6665728.08008561,526275,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Hondurasstraat,5-7,binnenplein huizenblok,Antwerpen,2030,,FS_0008661,2,1
492328.483127346,6665727.81236813,526276,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Hondurasstraat,5-7,binnenplein huizenblok,Antwerpen,2030,,FS_0008662,2,1
492376.14868119,6666163.18868811,526277,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Columbiastraat,110-112,cutureel centrum,Antwerpen,2030,,FS_0008663,4,1
490902.441042234,6670325.39934295,526278,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Handboogstraat,49,willem tel school,Antwerpen,2030,,FS_0008664,16,1
491434.338056065,6671732.33344774,526279,FIETSSTALLING,P_BEUGEL_GROEP,VOETPAD,Bilderdijkstraat,5,to 5,Antwerpen,2030,,FS_0008665,10,2
493836.619579945,6663941.70357555,526280,FIETSSTALLING,BUISBEUGEL_GROEP,VOETGANGERSZONE,Campiniastraat,,hoek groenendaallaan,Merksem,2170,,FS_0008667,5,1
493093.511597905,6664471.81316837,526281,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Groenendaallaan,111,thv 111 hoek snelweg,Merksem,2170,,FS_0008668,4,1
493346.179471394,6665114.57520755,526282,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Laarsebaan,1,thv 1 hoek lambrechtshoekenlaan,Merksem,2170,,FS_0008669,3,1
493378.987125172,6665304.7952723,526283,FIETSSTALLING,BUISBEUGEL_GROEP,MIDDENBERM,Lambrechtshoekenlaan,133,to 133 middenberm,Merksem,2170,,FS_0008670,5,1
493786.668968458,6664709.44918998,526284,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Kluizeveldenstraat,118,,Merksem,2170,,FS_0008671,2,1
493799.291660262,6664683.65509746,526285,FIETSSTALLING,BUISBEUGEL_GROEP,VOETPAD,Kluizeveldenstraat,110,,Merksem,2170,,FS_0008672,2,1
493904.74710399,6664496.60311686,526286,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Kluizeveldenstraat,51,thv 51 od hoek,Merksem,2170,,FS_0008673,2,1
493895.607987008,6664491.41237916,526287,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Kluizeveldenstraat,64,thv 64 od hoek,Merksem,2170,,FS_0008674,2,1
493784.94595023,6664387.83617331,526288,FIETSSTALLING,P_BEUGEL_GROEP,VOETPAD,Ullenshofstraat,,hoek galgeveldenstraat,Merksem,2170,,FS_0008675,4,1
494204.645475677,6664487.50726555,526289,FIETSSTALLING,HAAKBEUGEL_GROEP,VOETPAD,Houthulststraat,31,,Merksem,2170,,FS_0008676,2,1
494090.691045225,6664608.929292,526290,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Houthulststraat,60,,Merksem,2170,,FS_0008677,2,1
493545.560343889,6665298.18461762,526291,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Pastoor Campensstraat,25,to 13,Merksem,2170,,FS_0008678,4,1
493550.8442752,6665293.13623344,526292,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Pastoor Campensstraat,25,to 11,Merksem,2170,,FS_0008679,4,1
493793.150593482,6665652.92199307,526293,FIETSSTALLING,NIETJE_GROEP,VOETPAD,De Vlaschaardstraat,3,thv 3 hoek laarsebaan,Merksem,2170,,FS_0008680,3,1
493754.849635377,6665506.10676507,526294,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Laarsebaan,67-69,to 67-69,Merksem,2170,,FS_0008681,4,1
493696.401991519,6666131.12258179,526295,FIETSSTALLING,NIETJE_GROEP,MIDDENBERM,Lambrechtshoekenlaan,289,to 289 middenberm,Merksem,2170,,FS_0008682,5,1
493491.59835384,6665963.44314577,526296,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Distelhoek,,to graanstraat,Merksem,2170,,FS_0008683,3,1
493492.229224964,6665955.55742575,526297,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Distelhoek,,to graanstraat,Merksem,2170,,FS_0008684,3,1
493435.362827914,6665822.35085117,526298,FIETSSTALLING,NIETJE_GROEP,PARK,Oortbroek,87,to 87 ingang park,Merksem,2170,,FS_0008685,3,1
493371.205368733,6665811.23527503,526299,FIETSSTALLING,NIETJE_GROEP,PARK,Jozef Buerbaumstraat,79,to 79 ingang park,Merksem,2170,,FS_0008686,2,1
493354.184409948,6665804.31385858,526300,FIETSSTALLING,BUISBEUGEL_GROEP,VOETPAD,Oortbroek,9,to 9,Merksem,2170,,FS_0008687,5,1
495004.753875909,6664945.13833572,526301,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Jaak De Boeckstraat,77-79,,Merksem,2170,,FS_0008688,3,1
495216.879680306,6665096.20840832,526302,FIETSSTALLING,P_BEUGEL_GROEP,PARKEERZONE,Van Heybeeckstraat,24-28,thv 24-28 hoek parkweg,Merksem,2170,,FS_0008689,7,1
495183.040039547,6665797.59199407,526303,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Kroonplein,16,to 16 op plein,Merksem,2170,,FS_0008691,3,1
495290.044841914,6665799.90935343,526304,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Du Chastellei,113,thv 113 hoek kroonplein,Merksem,2170,,FS_0008692,2,1
495266.875535242,6665908.18963354,526305,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Kroonplein,39,,Merksem,2170,,FS_0008693,3,1
495263.387594128,6665958.14152965,526306,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Catershoflaan,5,,Merksem,2170,,FS_0008694,3,1
494570.908259688,6665740.82219347,526307,FIETSSTALLING,RIK_GROEP,VOETPAD,Rodeloopstraat,2,voor sportcentrum,Merksem,2170,,FS_0008695,25,1
494423.533463814,6665786.56616168,526308,FIETSSTALLING,RIK_GROEP,VOETPAD,Rodeloopstraat,17-23,to 17-23,Merksem,2170,,FS_0008696,94,1
494478.604325755,6666330.28212416,526309,FIETSSTALLING,HAAKBEUGEL_GROEP,VOETPAD,Frans Adriaenssensstraat,79,,Merksem,2170,,FS_0008697,4,1
494488.561519512,6666370.06708062,526310,FIETSSTALLING,HAAKBEUGEL_GROEP,VOETPAD,Frans Adriaenssensstraat,116,,Merksem,2170,,FS_0008698,3,1
495059.073756066,6666434.62436631,526311,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Laaglandlaan,96,thv 96 od hoek,Merksem,2170,,FS_0008699,2,1
495067.220482127,6666287.72001871,526312,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Laaglandlaan,66-68,,Merksem,2170,,FS_0008700,4,1
495084.479113141,6666294.84859344,526313,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Laaglandlaan,75,,Merksem,2170,,FS_0008701,4,1
495087.549116638,6666265.85202891,526314,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Laaglandlaan,73,,Merksem,2170,,FS_0008702,2,1
496411.930463313,6665186.09435704,526315,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Deuzeldlaan,237,,Merksem,2170,,FS_0008703,3,1
496431.911219997,6666343.08983838,526316,FIETSSTALLING,BUISBEUGEL_GROEP,VOETPAD,Jos De Swertsstraat,4,,Merksem,2170,,FS_0008704,5,1
495603.954051611,6665709.61401892,526317,FIETSSTALLING,RIK_GROEP,VOETPAD,Du Chastellei,48,sint-ludgardisschool,Merksem,2170,,FS_0008705,4,1
496108.859767979,6666843.93920192,526318,FIETSSTALLING,NIETJE_GROEP,VOETGANGERSZONE,Lange Bremstraat,,"to de hondenloopzone, eind vd straat",Merksem,2170,,FS_0008706,4,1
495268.23420155,6666957.85143545,526319,FIETSSTALLING,BUISBEUGEL_GROEP,VOETPAD,Lange Bremstraat,48,to 48 hoek de lunden,Merksem,2170,,FS_0008707,6,1
495539.924860095,6667798.43162141,526320,FIETSSTALLING,RIK_GROEP,VOETPAD,Zwaantjeslei,101,begraafplaats merksem,Merksem,2170,,FS_0008708,5,1
495355.554567167,6667388.37517299,526321,FIETSSTALLING,RIK_GROEP,VOETPAD,Zwaantjeslei,87,to 87,Merksem,2170,,FS_0008709,12,1
496379.978589863,6667746.97266919,526322,FIETSSTALLING,BUISBEUGEL_GROEP,VOETPAD,Fortsteenweg,120,thv 120 fort van merksem,Merksem,2170,,FS_0008713,3,1
496370.799914161,6667751.20407375,526323,FIETSSTALLING,BUISBEUGEL_GROEP,VOETPAD,Fortsteenweg,120,thv 120 fort van merksem,Merksem,2170,,FS_0008714,3,1
496400.514876589,6667737.51675969,526324,FIETSSTALLING,BUISBEUGEL_GROEP,VOETPAD,Fortsteenweg,120,thv 120 fort van merksem,Merksem,2170,,FS_0008715,7,1
486314.553013668,6653914.33333184,526325,FIETSSTALLING,RIK_GROEP,VOETPAD,Krugerstraat,103,,Hoboken,2660,,FS_0008716,5,1
487144.422210545,6653838.73695291,526326,FIETSSTALLING,RIK_GROEP,VOETPAD,Golfstraat,58,thv 58 hoek polostraat,Wilrijk,2610,,FS_0008717,2,1
487158.60767751,6653973.13245239,526327,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Polostraat,42,to 42 to tennisstraat,Hoboken,2660,,FS_0008718,6,1
487168.670263708,6653953.35205062,526328,FIETSSTALLING,RIK_GROEP,VOETPAD,Tennisstraat,2,thv 2 hoek polostraat,Wilrijk,2610,,FS_0008719,2,1
487220.797583525,6654173.72768243,526329,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Julius De Geyterstraat,41,,Antwerpen,2660,,FS_0008720,2,1
486968.840754127,6654177.98671325,526330,FIETSSTALLING,NIETJE_GROEP,MIDDENBERM,Sint-Bernardsesteenweg,275,,Hoboken,2660,,FS_0008721,8,1
486706.672103745,6653565.75136005,526331,FIETSSTALLING,NIETJE_GROEP,VOETGANGERSZONE,Hollebeekstraat,7-9,to 7-9,Hoboken,2660,,FS_0008722,5,1
485835.846668137,6653761.01167199,526332,FIETSSTALLING,RIK_GROEP,VOETPAD,Steynstraat,248,,Hoboken,2660,,FS_0008723,4,2
485296.177108544,6652953.2628926,526333,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Krekelstraat,6,,Hoboken,2660,,FS_0008724,3,1
485317.726808862,6652905.72839966,526334,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Antwerpsesteenweg,,hoek met draaiboomstr,Hoboken,2660,,FS_0008725,2,1
484576.806675092,6652648.67486975,526335,FIETSSTALLING,RIK_GROEP,VOETPAD,Oudestraat,34,,Hoboken,2660,,FS_0008727,2,1
484540.221608655,6652630.14268891,526336,FIETSSTALLING,RIK_GROEP,VOETPAD,Dokter Coenstraat,63,to 63,Hoboken,2660,,FS_0008728,4,2
494765.184299591,6666588.28820446,526337,FIETSSTALLING,BUISBEUGEL_GROEP,VOETPAD,Maantjessteenweg,2,aan de kerk,Merksem,2170,,FS_0008729,5,1
494415.00845909,6666566.8800309,526338,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Maantjessteenweg,81,,Merksem,2170,,FS_0008730,2,1
494409.485388393,6666565.94336706,526339,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Maantjessteenweg,83,,Merksem,2170,,FS_0008731,2,1
494514.436995745,6667140.01342197,526340,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Winterkoningstraat,43,,Merksem,2170,,FS_0008732,5,1
494898.619314744,6666822.79403219,526341,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Laaglandlaan,210,thv 210 hoek kwadeveldenstraat,Merksem,2170,,FS_0008733,3,1
495035.203043949,6666688.39726839,526342,FIETSSTALLING,NIETJE_ENKEL,VOETPAD,Laaglandlaan,152,,Merksem,2170,,FS_0008736,1,1
494880.154698153,6667007.81031262,526343,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Laaglandlaan,234-236,to 234-236,Merksem,2170,,FS_0008737,2,1
494878.180531273,6667020.17475225,526344,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Laaglandlaan,234-236,to 234-236 hoek kastanjeboomplein,Merksem,2170,,FS_0008738,2,1
494877.920857512,6667317.56436057,526345,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Laaglandlaan,309,,Merksem,2170,,FS_0008739,2,1
494847.649515579,6667304.54965394,526346,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Volkstuinlei,1,hoek laaglandlaan,Merksem,2170,,FS_0008740,6,2
494873.296340786,6667462.1014255,526347,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Roekstraat,1,,Merksem,2170,,FS_0008741,2,1
486636.903534237,6654419.2114881,526348,FIETSSTALLING,RIK_GROEP,VOETPAD,Weerstandlaan,24-28,to 24--28,Hoboken,2660,,FS_0008742,4,1
484992.956440606,6653301.86403523,526349,FIETSSTALLING,NIETJE_GROEP,PARKEERZONE,Krekelstraat,99,,Hoboken,2660,,FS_0008744,2,1
485021.504705649,6653670.71593448,526350,FIETSSTALLING,BUISBEUGEL_GROEP,VOETPAD,Scheirlinckxstraat,7,to 7 hoek lageweg,Hoboken,2660,,FS_0008745,2,1
484783.402655467,6653914.95864339,526351,FIETSSTALLING,BUISBEUGEL_GROEP,VOETPAD,Scheirlinckxstraat,80,thv 80 hoek com weynsstraat,Hoboken,2660,,FS_0008746,3,1
484159.961209685,6653286.79500797,526352,FIETSSTALLING,RIK_GROEP,VOETPAD,Berkenrodelei,79,to 79,Hoboken,2660,,FS_0008747,3,1
484157.890447456,6653295.9766977,526353,FIETSSTALLING,RIK_GROEP,VOETPAD,Berkenrodelei,81,to 81,Hoboken,2660,,FS_0008748,3,1
484215.307948206,6652928.0217976,526354,FIETSSTALLING,RIK_GROEP,VOETPAD,Berkenrodelei,28,,Hoboken,2660,,FS_0008749,3,1
484243.414860084,6652817.48995612,526355,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Berkenrodelei,6,,Hoboken,2660,,FS_0008750,3,1
485338.904327228,6653226.59920698,526356,FIETSSTALLING,BUISBEUGEL_GROEP,VOETPAD,Mauroystraat,52,,Hoboken,2660,,FS_0008751,3,1
484287.486668496,6652777.71353866,526357,FIETSSTALLING,NIETJE_GROEP,VOETGANGERSZONE,Kioskplaats,7-9,,Hoboken,2660,,FS_0008752,4,1
484311.332854424,6652745.87236262,526358,FIETSSTALLING,NIETJE_GROEP,VOETGANGERSZONE,Kioskplaats,7-9,"to 7-9, voor de kerk",Hoboken,2660,,FS_0008753,7,1
486023.371206497,6651985.58974376,526359,FIETSSTALLING,RIK_GROEP,VOETPAD,Salesianenlaan,2-4,to 2-4 Hoek st bernardsesteenweg,Hoboken,2660,,FS_0008754,5,1
486116.81764128,6651639.18373394,526360,FIETSSTALLING,RIK_ENKEL,VOETPAD,Majoor Maelfaitplein,26-28,to 26-28,Hoboken,2660,,FS_0008755,1,1
486131.863904749,6651623.70692432,526361,FIETSSTALLING,RIK_GROEP,VOETPAD,Majoor Maelfaitplein,30-32,to 30-32,Hoboken,2660,,FS_0008756,2,1
486145.704740178,6651609.70020969,526362,FIETSSTALLING,RIK_GROEP,VOETPAD,Majoor Maelfaitplein,34-36,to 34-36,Hoboken,2660,,FS_0008757,2,1
483358.702695374,6654096.45135387,526363,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Graspolderlaan,,ah eind vd straat,Hoboken,2660,,FS_0008758,2,1
483364.877762463,6654103.72564507,526364,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Graspolderlaan,,ah eind vd straat,Hoboken,2660,,FS_0008759,2,1
483331.714110435,6654110.96726882,526365,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Restringenlaan,,ah eind vd straat,Hoboken,2660,,FS_0008760,6,1
483242.542264536,6654058.37533666,526366,FIETSSTALLING,HAAKBEUGEL_GROEP,VOETPAD,Veerdamlaan,15,to 8-10,Hoboken,2660,,FS_0008761,28,2
483201.551847712,6654003.69007277,526367,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Veerdamlaan,2,to 2,Hoboken,2660,,FS_0008763,10,1
483289.569098046,6652072.59237724,526368,FIETSSTALLING,BUISBEUGEL_GROEP,VOETPAD,Grotebaan,1,,Hoboken,2660,,FS_0008764,6,1
483274.320445867,6652073.00678194,526369,FIETSSTALLING,BUISBEUGEL_GROEP,VOETPAD,Grotebaan,2,,Hoboken,2660,,FS_0008765,6,1
483379.631123147,6652119.28073299,526370,FIETSSTALLING,BUISBEUGEL_GROEP,PARKEERZONE,Kapelstraat,208,,Hoboken,2660,,FS_0008766,2,1
484561.895445123,6652641.32021141,526371,FIETSSTALLING,RIK_GROEP,VOETPAD,Dokter Coenstraat,65,od hoek,Hoboken,2660,,FS_0008768,2,1
486914.921135894,6653617.48243495,526372,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Michel Willemslaan,140,to 140,Wilrijk,2610,,FS_0008769,3,1
487714.136229557,6653262.74956986,526373,FIETSSTALLING,RIK_GROEP,VOETPAD,Letterkundestraat,39-41,basis school de letter,Wilrijk,2610,,FS_0008771,6,1
488024.885187642,6653411.69610561,526374,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Hof Van Tichelen,2,to 2,Wilrijk,2020,,FS_0008772,4,1
488492.95154351,6653029.17237329,526375,FIETSSTALLING,RIK_GROEP,PARKEERZONE,Hof Van Mols,94,steinerschool wilrijk,Wilrijk,2610,,FS_0008773,6,1
487975.867472828,6653085.4635798,526376,FIETSSTALLING,RIK_GROEP,VOETPAD,Zonnedauwstraat,2,,Wilrijk,2610,,FS_0008774,2,1
487178.036830748,6652808.31608385,526377,FIETSSTALLING,BUISBEUGEL_GROEP,VOETPAD,Frans Stienletlaan,33-35,,Wilrijk,2610,,FS_0008775,6,1
486979.153935204,6652740.40249662,526378,FIETSSTALLING,RIK_GROEP,PLEIN,Ridderveld,3,to 3,Wilrijk,2610,,FS_0008776,3,1
484423.725344271,6652613.56994423,526379,FIETSSTALLING,RIK_GROEP,VOETPAD,Dokter Coenstraat,14,,Hoboken,2660,,FS_0008777,2,1
484252.884475,6652551.90861163,526380,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Kioskplaats,79,,Hoboken,2660,,FS_0008778,2,1
484252.006420548,6652558.52208673,526381,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Kioskplaats,81,,Hoboken,2660,,FS_0008779,2,1
484396.905556779,6652074.02342574,526382,FIETSSTALLING,NIETJE_GROEP,PLEIN,Lelieplaats,39,,Hoboken,2660,,FS_0008781,8,2
484387.00823238,6652205.34130982,526383,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Lelieplaats,1-3,,Hoboken,2660,,FS_0008782,2,1
484384.994622111,6652210.44016267,526384,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Lelieplaats,1,Op hoek met Elststraat,Hoboken,2660,,FS_0008783,4,1
484357.708536208,6652183.04253578,526385,FIETSSTALLING,HAAKBEUGEL_GROEP,VOETPAD,Van Amstelstraat,3,to 3,Hoboken,2660,,FS_0008784,2,1
484277.55152319,6652370.26219642,526386,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Kioskplaats,47,,Hoboken,2660,,FS_0008785,5,1
484445.211885018,6651721.61645354,526387,FIETSSTALLING,HAAKBEUGEL_GROEP,VOETPAD,Van Amstelstraat,92,to 92,Hoboken,2660,,FS_0008786,6,1
484446.095224455,6651709.35164518,526388,FIETSSTALLING,HAAKBEUGEL_GROEP,VOETPAD,Van Amstelstraat,94,to 94,Hoboken,2660,,FS_0008787,6,1
484641.984907294,6651658.78436209,526389,FIETSSTALLING,NIETJE_GROEP,PARK,Marneflaan,12,to12,Hoboken,2660,,FS_0008788,5,1
496406.668055891,6660380.22170108,526390,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Turnhoutsebaan,79,od hoek,Deurne,2100,,FS_0008790,4,1
496322.445969293,6660808.29754706,526391,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Te Couwelaarlei,126,2 beugels oh vvoetpad en 2 beugels id parkeerzone,Deurne,2100,,FS_0008791,4,2
496249.565504653,6660942.68467763,526392,FIETSSTALLING,BUISBEUGEL_GROEP,MIDDENBERM,Te Couwelaarlei,95-96,middenberm,Deurne,2100,,FS_0008792,8,2
496268.744682753,6661265.13754368,526393,FIETSSTALLING,NIETJE_GROEP,MIDDENBERM,Ter Heydelaan,38,to De Bisthovenlei,Deurne,2100,,FS_0008793,18,4
496083.289964287,6662221.80225275,526394,FIETSSTALLING,NIETJE_GROEP,MIDDENBERM,Confortalei,270,to 270,Deurne,2100,,FS_0008794,4,1
496078.657542295,6662227.80437078,526395,FIETSSTALLING,NIETJE_GROEP,MIDDENBERM,Confortalei,272,to 272,Deurne,2100,,FS_0008795,3,1
496380.446670704,6661819.19316158,526396,FIETSSTALLING,NIETJE_GROEP,VOETPAD,De Berlaimontstraat,110-114,school axi-joma,Deurne,2100,,FS_0008796,2,1
496373.293797616,6661812.1824046,526397,FIETSSTALLING,NIETJE_GROEP,VOETPAD,De Berlaimontstraat,110-114,school axi-joma,Deurne,2100,,FS_0008797,3,1
496595.535082684,6662313.96131219,526398,FIETSSTALLING,P_BEUGEL_GROEP,PARK,Gijsbrecht Van Deurnelaan,2,park speeltuin,Deurne,2100,,FS_0008798,6,1
496944.083549995,6661925.70612677,526399,FIETSSTALLING,NIETJE_GROEP,PLEIN,Bosuil,140,to 140,Deurne,2100,,FS_0008799,6,1
