X,Y,OBJECTID,Objecttype,Type_fietsstalling,Ligging,Straatnaam,Huisnummer,Aanvulling,District,Postcode,Fietspomp,Objectcode,Aantal_plaatsen,Aantal_rijen
494192.804842388,6659215.20207368,525479,FIETSSTALLING,BUISBEUGEL_GROEP,VOETPAD,Turnhoutsebaan,272,hoek prins leopoldstraat,Borgerhout,2140,,FS_0007734,2,1
494264.02351636,6659198.6152672,525480,FIETSSTALLING,BUISBEUGEL_GROEP,VOETPAD,Turnhoutsebaan,284,,Borgerhout,2140,,FS_0007735,5,1
494283.285315913,6659194.06077718,525481,FIETSSTALLING,BUISBEUGEL_GROEP,VOETPAD,Turnhoutsebaan,286,,Borgerhout,2140,,FS_0007736,5,1
494558.074336901,6660644.21931254,525482,FIETSSTALLING,RIK_GROEP,VOETPAD,Guldensporenstraat,42,thv 42 od hoek,Borgerhout,2140,,FS_0007737,2,1
494616.830292892,6660446.89884268,525483,FIETSSTALLING,RIK_GROEP,VOETPAD,Guldensporenstraat,74,,Borgerhout,2140,,FS_0007738,2,1
494630.49876117,6660401.9513837,525484,FIETSSTALLING,RIK_GROEP,VOETPAD,Guldensporenstraat,84,,Borgerhout,2140,,FS_0007739,4,1
494748.248814569,6659881.54064385,525485,FIETSSTALLING,RIK_GROEP,VOETPAD,Zendelingenstraat,8,,Borgerhout,2140,,FS_0007740,3,1
494650.261927063,6664530.9776142,525486,FIETSSTALLING,BUISBEUGEL_GROEP,VOETPAD,Wuytslei,7,thv 7 to 2 hoek bredabaan,Merksem,2170,,FS_0007742,2,1
494527.87746412,6665267.82627183,525487,FIETSSTALLING,NIETJE_GROEP,PARK,Burgemeester Léon Comettepad,204,to kunstacademie toegang park,Merksem,2170,,FS_0007744,4,1
494754.126435585,6666619.69212539,525488,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Pastoor Bampsstraat,4,thv 4 aan kerk,Merksem,2170,,FS_0007745,12,1
494751.61925877,6666622.39850318,525489,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Pastoor Bampsstraat,4,thv 4 aan kerk,Merksem,2170,,FS_0007746,6,1
495138.408373111,6666016.98319604,525490,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Laaglandlaan,13,,Merksem,2170,,FS_0007747,4,1
494447.162593831,6664312.15825563,525491,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Bredabaan,1-3,,Merksem,2170,,FS_0007748,12,1
494184.013350174,6663749.33720352,525492,FIETSSTALLING,BUISBEUGEL_GROEP,PARKEERZONE,Minister Delbekelaan,33,,Merksem,2170,,FS_0007749,2,1
493381.387409332,6665095.36693668,525493,FIETSSTALLING,NIETJE_ENKEL,VOETPAD,Laarsebaan,8,,Merksem,2170,,FS_0253739,1,1
495030.676799532,6666737.94172771,525494,FIETSSTALLING,NIETJE_ENKEL,VOETPAD,Laaglandlaan,164,,Merksem,2170,,FS_0007751,1,1
494728.290361442,6664537.26648675,525495,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Bredabaan,425,,Merksem,2170,,FS_0007752,5,1
494820.17134827,6664602.18940354,525496,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Bredabaan,441,,Merksem,2170,,FS_0007753,5,1
494648.007580487,6663433.69160285,525497,FIETSSTALLING,BUISBEUGEL_GROEP,VOETPAD,Emiel Lemineurstraat,65,to 65,Merksem,2170,,FS_0007754,5,1
494564.809164258,6663717.4619689,525498,FIETSSTALLING,BUISBEUGEL_GROEP,PLEIN,Minister Schollaertstraat,1,to 1 oh plein,Merksem,2170,,FS_0007755,5,1
495785.156684851,6664789.62388309,525499,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Bredabaan,561B,boekenborgh aan jeugdhuis,Merksem,2170,,FS_0007756,10,1
495790.390199018,6664785.45162445,525500,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Bredabaan,561B,boekenborgh aan jeugdhuis,Merksem,2170,,FS_0007757,10,1
495941.620493985,6665497.3892086,525501,FIETSSTALLING,NIETJE_GROEP,PLEIN,Molenlei,2,to 2 oh plein,Merksem,2170,,FS_0007758,4,1
495718.383478293,6665308.70528225,525502,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Bredabaan,714-716,,Merksem,2170,,FS_0007759,2,1
496875.249946945,6660753.79856377,525503,FIETSSTALLING,BUISBEUGEL_ENKEL,PLEIN,Lundenstraat,83,od hoek,Deurne,2100,,FS_0007761,1,1
495226.672902271,6661564.51117436,525504,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Ten Eekhovelei,187189,,Deurne,2100,,FS_0007762,2,1
494976.5155787,6661835.89968869,525505,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Ten Eekhovelei,307-309,,Deurne,2100,,FS_0007763,2,1
496684.900464688,6659425.67053381,525506,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Cornelissenlaan,160,aan sterckshof,Deurne,2100,,FS_0007765,15,1
496983.257633381,6657626.93119371,525507,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Sint-Rochusstraat,90-92,to 90-92,Deurne,2100,,FS_0007767,3,1
496728.673182215,6658060.17040477,525508,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Gabriël Vervoortstraat,8,ingang zwembad,Deurne,2100,,FS_0007768,6,1
496722.559977692,6658062.92438723,525509,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Gabriël Vervoortstraat,8,ingang zwembad,Deurne,2100,,FS_0007770,6,1
496859.0100141,6657224.89069767,525510,FIETSSTALLING,P_BEUGEL_GROEP,VOETPAD,Boekenberglei,6,to 6 middenberm,Deurne,2100,,FS_0007771,5,1
496742.806709572,6656386.67331593,525511,FIETSSTALLING,NIETJE_GROEP,PARK,Van Baurscheitlaan,48-50,to 48-50 boekenbergpark speeltuin,Deurne,2100,,FS_0007772,10,1
496706.442090316,6656297.18905408,525512,FIETSSTALLING,NIETJE_GROEP,PARK,Van Baurscheitlaan,48-50,to 48-50 boekenbergpark speeltuin,Deurne,2100,,FS_0007773,20,1
491422.690205264,6671004.43226923,525513,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Oorderseweg,64,,Ekeren,2180,,FS_0007774,3,1
491104.695209449,6671256.1471607,525514,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Oorderseweg,152,,Ekeren,2180,,FS_0007775,3,1
491098.4411033,6671247.34503891,525515,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Oorderseweg,171,thv 171,Ekeren,2180,,FS_0007776,2,1
491749.723323555,6670477.89909259,525516,FIETSSTALLING,NIETJE_GROEP,PLEIN,Steenstraat,20,to 21 vh pleintje,Ekeren,2180,,FS_0007777,6,1
491216.845480037,6670210.20827029,525517,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Groot Hagelkruis,146,,Ekeren,2180,,FS_0007778,5,1
491311.34727712,6670304.25826108,525518,FIETSSTALLING,BUISBEUGEL_ENKEL,VOETPAD,Voetboogstraat,2,to 2 hoek groot hagelkruis,Ekeren,2180,,FS_0007779,1,1
491315.914698431,6670299.70406769,525519,FIETSSTALLING,BUISBEUGEL_ENKEL,VOETPAD,Voetboogstraat,2,to 2 hoek groot hagelkruis,Ekeren,2180,,FS_0007780,1,1
491569.961561767,6670624.95214973,525520,FIETSSTALLING,NIETJE_GROEP,PARK,Groot Hagelkruis,41,thv 41 pad ingang park,Ekeren,2180,,FS_0007781,2,1
491565.952732358,6670637.39701014,525521,FIETSSTALLING,NIETJE_GROEP,PARK,Groot Hagelkruis,41,thv 41 pad ingang park,Ekeren,2180,,FS_0007782,2,1
491837.226500913,6670487.35397275,525522,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Markt,15,to 15 naast kerk,Ekeren,2180,,FS_0007783,5,1
491864.914512867,6670493.5965001,525523,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Markt,4,to 4 naast kerk,Ekeren,2180,,FS_0007784,8,1
494356.072100975,6671094.72452755,525524,FIETSSTALLING,BUISBEUGEL_ENKEL,VOETPAD,Weegbreelaan,31,to 31 naast school ah pad,Ekeren,2180,,FS_0007785,1,1
494356.423635085,6671092.02229764,525525,FIETSSTALLING,BUISBEUGEL_ENKEL,VOETPAD,Weegbreelaan,31,to 31 naast school ah pad,Ekeren,2180,,FS_0007786,1,1
492053.61890413,6671106.85866813,525526,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Driehoekstraat,44,to 44 aan bibliotheek,Ekeren,2180,,FS_0007787,14,1
492121.727865323,6671193.46501692,525527,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Geestenspoor,11,to 11 toegang parking,Ekeren,2180,,FS_0007788,6,1
491510.23718856,6671839.37529649,525528,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Wilgehoevestraat,13-15,to 13-15,Ekeren,2180,,FS_0007789,6,1
491153.32140586,6673893.05045534,525529,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Klein Heiken,2,naast 2 to 13,Ekeren,2180,,FS_0007790,2,1
491161.510246091,6673910.47845193,525530,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Klein Heiken,2,naast 2 to 13,Ekeren,2180,,FS_0007791,6,1
489862.357167767,6655849.23814989,525531,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Desguinlei,186,,Antwerpen,2018,,FS_0007792,5,1
488868.904886263,6657360.53633257,525532,FIETSSTALLING,NIETJE_GROEP,PLEIN,Troonplaats,,to Jan v Beersstraat,Antwerpen,2018,,FS_0007793,2,1
490873.732754396,6658640.9793678,525533,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Van Breestraat,8-10,,Antwerpen,2018,,FS_0007794,2,1
489241.272597847,6658484.73028543,525534,FIETSSTALLING,RIK_GROEP,VOETPAD,Karel Rogierstraat,40,,Antwerpen,2000,,FS_0007797,2,1
489680.887507811,6658282.62933561,525535,FIETSSTALLING,RIK_GROEP,VOETPAD,Verbondstraat,79,,Antwerpen,2000,,FS_0007798,4,1
490483.610497479,6658997.21030893,525536,FIETSSTALLING,RIK_GROEP,VOETPAD,Sint-Jorispoort,20,,Antwerpen,2000,,FS_0007799,4,1
490198.837349418,6659682.4803122,525537,FIETSSTALLING,NIETJE_GROEP,VOETGANGERSZONE,Everdijstraat,37,,Antwerpen,2000,,FS_0007801,6,1
490352.310575386,6660633.72540796,525538,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Minderbroedersrui,56,,Antwerpen,2000,,FS_0007802,3,1
489451.945252112,6660603.5793219,525539,FIETSSTALLING,P_BEUGEL_GROEP,VOETPAD,Steenplein,4,,Antwerpen,2000,,FS_0007805,12,1
489514.99719,6660686.19320821,525540,FIETSSTALLING,P_BEUGEL_GROEP,PLEIN,Steenplein,1,to 1 voor de helling nh steen,Antwerpen,2000,,FS_0007806,4,1
489476.180229072,6660593.52920688,525541,FIETSSTALLING,P_BEUGEL_GROEP,VOETPAD,Steenplein,4,to 4 ad wandelpromenade,Antwerpen,2000,,FS_0007807,7,1
489245.412374379,6659600.24186158,525542,FIETSSTALLING,BUISBEUGEL_GROEP,VOETPAD,Kloosterstraat,46,,Antwerpen,2000,,FS_0007808,2,1
489227.138382342,6659478.60859129,525543,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Korte Vlierstraat,2,,Antwerpen,2000,,FS_0007809,2,1
491046.005572656,6662180.98391965,525544,FIETSSTALLING,NIETJE_GROEP,VOETGANGERSZONE,Napelsstraat,120,to 120,Antwerpen,2000,,FS_0007810,5,1
491046.265568085,6662122.16918549,525545,FIETSSTALLING,NIETJE_GROEP,VOETGANGERSZONE,Napelsstraat,130,to 130,Antwerpen,2000,,FS_0007811,5,1
487699.279671283,6655498.78294354,525546,FIETSSTALLING,RIK_GROEP,MIDDENBERM,Sint-Bernardsesteenweg,224,middenberm,Antwerpen,2020,,FS_0007814,2,1
487644.175788138,6654860.33699995,525547,FIETSSTALLING,NIETJE_ENKEL,VOETPAD,Abdijstraat,59-61,,Antwerpen,2020,,FS_0007815,1,1
487653.465260452,6654853.79717855,525548,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Abdijstraat,63,,Antwerpen,2020,,FS_0007816,2,1
487852.505417547,6654720.26903539,525549,FIETSSTALLING,NIETJE_ENKEL,VOETPAD,Kanunnikenstraat,26,,Antwerpen,2020,,FS_0252528,1,1
488535.583998292,6654221.55848871,525550,FIETSSTALLING,BUISBEUGEL_GROEP,VOETPAD,Boomsesteenweg,369,,Antwerpen,2020,,FS_0007821,4,1
492124.998889551,6662097.2219634,525551,FIETSSTALLING,NMBS_VAST_DUBBELZIJDIG,PARK,Viaduct-Dam,2,to 2 parkspoor noord,Antwerpen,2060,,FS_0007822,6,1
492336.025940819,6662220.38135135,525552,FIETSSTALLING,NMBS_VAST_DUBBELZIJDIG,PARK,Viaduct-Dam,40,to 40 park spoor noord,Antwerpen,2060,,FS_0007823,6,1
492629.667428671,6662136.2965348,525553,FIETSSTALLING,NIETJE_GROEP,PARK,Damplein,31-37,in Park Spoor Noord thv Parkloods Noord WDT 31-37,Antwerpen,2060,,FS_0007824,18,2
492168.763646782,6662321.171097,525554,FIETSSTALLING,NIETJE_GROEP,PARK,Hardenvoort,55-57,park spoor noord,Antwerpen,2060,,FS_0007825,10,1
493568.444769156,6658131.02054406,525555,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Schorpioenstraat,24,od hoek,Antwerpen,2018,,FS_0007826,3,1
493576.669075257,6658120.03660673,525556,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Dolfijnstraat,49,,Antwerpen,2018,,FS_0007827,2,1
493611.791672773,6658168.10006004,525557,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Dolfijnstraat,53,,Antwerpen,2018,,FS_0007828,2,1
493620.55056852,6658161.98740336,525558,FIETSSTALLING,NIETJE_ENKEL,VOETPAD,Dolfijnstraat,53,to 53,Antwerpen,2018,,FS_0007829,1,1
493520.581354924,6658024.65734724,525559,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Dolfijnstraat,38,,Antwerpen,2018,,FS_0007830,2,1
491219.858517952,6656995.40836142,525560,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Mechelsesteenweg,245,to 245,Antwerpen,2018,,FS_0007832,32,1
492170.122069606,6655929.44540949,525561,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Willem Van Laarstraat,21,,Berchem,2600,,FS_0007833,2,1
492793.06052709,6656707.99880724,525562,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Weidestraat,51-53,,Berchem,2600,,FS_0007834,5,1
492592.167025607,6656698.44877849,525563,FIETSSTALLING,NIETJE_ENKEL,VOETPAD,Generaal Drubbelstraat,51,,Berchem,2600,,FS_0007835,1,1
492520.350113847,6656506.79588518,525564,FIETSSTALLING,P_BEUGEL_GROEP,PLEIN,Maloustraat,1,to 1 oh plein,Berchem,2600,,FS_0007836,4,1
492534.880510399,6656506.72845341,525565,FIETSSTALLING,P_BEUGEL_GROEP,PLEIN,Victor Jacobslei,,"voor de kerk, hoek vd straat",Berchem,2600,,FS_0007837,2,1
492969.075235324,6659057.66055548,525566,FIETSSTALLING,BUISBEUGEL_ENKEL,VOETPAD,Bloemstraat,67,to 67,Borgerhout,2140,,FS_0007838,1,1
492968.464651263,6659047.29783745,525567,FIETSSTALLING,BUISBEUGEL_ENKEL,VOETPAD,Bloemstraat,63,to 63,Borgerhout,2140,,FS_0007839,1,1
492967.678259894,6659039.37561056,525568,FIETSSTALLING,BUISBEUGEL_ENKEL,VOETPAD,Bloemstraat,63,to 63,Borgerhout,2140,,FS_0007840,1,1
492966.146179021,6659030.10972314,525569,FIETSSTALLING,BUISBEUGEL_ENKEL,VOETPAD,Bloemstraat,59,to 59,Borgerhout,2140,,FS_0007841,1,1
492962.787450875,6659000.34470215,525570,FIETSSTALLING,BUISBEUGEL_ENKEL,VOETPAD,Bloemstraat,53,to 53,Borgerhout,2140,,FS_0007842,1,1
493118.844059567,6659262.09683297,525571,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Kroonstraat,72,,Borgerhout,2140,,FS_0007843,5,1
492717.084165745,6656081.06464226,525572,FIETSSTALLING,RIK_GROEP,VOETPAD,Vredestraat,93,to 118,Berchem,2600,,FS_0007844,2,1
492725.956442542,6656078.35251466,525573,FIETSSTALLING,RIK_GROEP,VOETPAD,Vredestraat,93,to 120,Berchem,2600,,FS_0007845,2,1
492735.868636082,6656077.90067452,525574,FIETSSTALLING,RIK_GROEP,VOETPAD,Vredestraat,93,to 122,Berchem,2600,,FS_0007846,2,1
492793.283797184,6656116.96240982,525575,FIETSSTALLING,RIK_GROEP,VOETPAD,Vredestraat,93,to 126,Berchem,2600,,FS_0007847,2,1
493124.58055978,6656237.18668407,525576,FIETSSTALLING,RIK_GROEP,VOETPAD,Arthur Sterckstraat,67,to 67,Berchem,2600,,FS_0007848,3,1
494348.278901949,6659552.94554756,525577,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Delareystraat,5,to 5,Borgerhout,2140,,FS_0007849,4,1
494226.08969256,6659676.59639175,525578,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Generaal De Wetstraat,16,,Borgerhout,2140,,FS_0007850,6,1
493174.615557693,6659692.42174409,525579,FIETSSTALLING,BUISBEUGEL_ENKEL,VOETPAD,Turnhoutsebaan,43,,Borgerhout,2140,,FS_0007851,1,1
493183.957276252,6659682.12991693,525580,FIETSSTALLING,BUISBEUGEL_ENKEL,VOETPAD,Turnhoutsebaan,43,,Borgerhout,2140,,FS_0007852,1,1
493264.105262621,6659607.33367176,525581,FIETSSTALLING,BUISBEUGEL_GROEP,VOETPAD,Turnhoutsebaan,67,,Borgerhout,2140,,FS_0007853,4,1
493490.116037743,6659450.54013847,525582,FIETSSTALLING,BUISBEUGEL_GROEP,PARKEERZONE,Turnhoutsebaan,116,,Borgerhout,2140,,FS_0007854,2,1
493497.07669093,6659447.2693262,525583,FIETSSTALLING,BUISBEUGEL_GROEP,PARKEERZONE,Turnhoutsebaan,120,,Borgerhout,2140,,FS_0007855,2,1
493913.598104757,6659321.09962686,525584,FIETSSTALLING,BUISBEUGEL_GROEP,PARKEERZONE,Turnhoutsebaan,211,,Borgerhout,2140,,FS_0007856,3,1
493949.733540776,6659324.29130815,525585,FIETSSTALLING,BUISBEUGEL_ENKEL,VOETPAD,Jaak De Braeckeleerstraat,1,,Borgerhout,2140,,FS_0007857,1,1
493958.776989682,6659320.06539571,525586,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Jaak De Braeckeleerstraat,2,od hoek,Borgerhout,2140,,FS_0007858,4,1
494101.49873426,6659264.15109664,525587,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Turnhoutsebaan,249,,Borgerhout,2140,,FS_0007859,5,2
494140.15034804,6659253.9799371,525588,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Turnhoutsebaan,261,,Borgerhout,2140,,FS_0007860,9,1
494645.472760353,6659363.13142747,525589,FIETSSTALLING,BUISBEUGEL_GROEP,VOETPAD,Turnhoutsebaan,383,,Borgerhout,2140,,FS_0007861,4,1
493986.01623406,6659995.88349168,525590,FIETSSTALLING,NIETJE_GROEP,PARKEERZONE,Helmstraat,141A,,Borgerhout,2140,,FS_0007862,5,1
494695.113908264,6660237.40456976,525591,FIETSSTALLING,NIETJE_GROEP,PLEIN,Terloplein,,naast het voetbalveldje,Borgerhout,2140,,FS_0007863,5,1
494647.087077778,6660130.624825,525592,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Wijnegemstraat,,thv Linnaeustraat,Borgerhout,2140,,FS_0007864,2,1
494622.862017899,6660083.34229002,525593,FIETSSTALLING,RIK_GROEP,VOETPAD,Terlostraat,48,,Borgerhout,2140,,FS_0007865,2,1
494853.404580503,6659745.04489242,525594,FIETSSTALLING,RIK_GROEP,VOETPAD,Zendelingenstraat,35,,Borgerhout,2140,,FS_0007866,2,1
490303.036399147,6657517.89909121,525595,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Lange Lozanastraat,72,,Antwerpen,2018,,FS_0007868,4,1
494644.147336365,6664536.81586977,525596,FIETSSTALLING,BUISBEUGEL_GROEP,VOETPAD,Wuytslei,7,thv 7 to 4 hoek bredabaan,Merksem,2170,,FS_0007870,3,1
494210.109292643,6664183.75344688,525597,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Bredabaan,,ah Gyselsstraatje,Merksem,2170,,FS_0007872,8,1
493732.137626211,6664816.90090379,525598,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Kluizeveldenstraat,150,,Merksem,2170,,FS_0007873,2,1
494000.394110324,6666550.10909822,525599,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Maantjessteenweg,161,warenhuis,Merksem,2170,,FS_0007874,41,1
495929.92806175,6665508.8261826,525600,FIETSSTALLING,NIETJE_GROEP,PLEIN,Molenlei,2,to 2 oh plein,Merksem,2170,,FS_0007875,4,1
495721.232148253,6665304.80808915,525601,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Bredabaan,716,,Merksem,2170,,FS_0007876,4,1
497394.134136323,6659963.446561,525602,FIETSSTALLING,P_BEUGEL_GROEP,PARK,Parkweg,242-244,thv 242-244 in het rivierenhof,Deurne,2100,,FS_0007878,5,1
497395.940130742,6659965.01826187,525603,FIETSSTALLING,P_BEUGEL_GROEP,PARK,Parkweg,242-244,thv 242-244 in het rivierenhof,Deurne,2100,,FS_0007879,5,1
497972.659328094,6659850.24299506,525604,FIETSSTALLING,P_BEUGEL_GROEP,PARK,Parkweg,242-244,thv 242-244 in het rivierenhof,Deurne,2100,,FS_0007880,5,1
498113.113330821,6659842.7935177,525605,FIETSSTALLING,P_BEUGEL_GROEP,PARK,Parkweg,242-244,thv 242-244 in het rivierenhof,Deurne,2100,,FS_0007881,5,1
498120.765236809,6659841.86365411,525606,FIETSSTALLING,P_BEUGEL_GROEP,PARK,Parkweg,242-244,thv 242-244 in het rivierenhof,Deurne,2100,,FS_0007882,5,1
497803.425093755,6659003.79652598,525607,FIETSSTALLING,P_BEUGEL_GROEP,PARK,Parkweg,,"pad, rivierenhof",Deurne,2100,,FS_0007883,5,1
496497.567202428,6660163.23092907,525608,FIETSSTALLING,BETH_GALI,VOETPAD,Maurice Dequeeckerplein,1,thv 1 districtshuis,Deurne,2100,,FS_0007885,10,1
496731.64674673,6657150.99265166,525609,FIETSSTALLING,P_BEUGEL_GROEP,PLEIN,Boekenberglei,43,to 43 middenplein,Deurne,2100,,FS_0007886,7,1
496123.729791989,6655725.86202438,525610,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Ruimtevaartlaan,39,to 39,Deurne,2100,,FS_0007887,5,1
496040.286844319,6655774.79530848,525611,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Ruimtevaartlaan,27,to 27 ingang speelterrein,Deurne,2100,,FS_0007888,5,1
491610.864111217,6670696.39508629,525612,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Oorderseweg,8,,Ekeren,2180,,FS_0007889,2,1
491756.703297952,6670478.15658809,525613,FIETSSTALLING,NIETJE_GROEP,PLEIN,Steenstraat,20,thv 20 oh pleintje,Ekeren,2180,,FS_0007890,3,1
492422.846784776,6670632.80001867,525614,FIETSSTALLING,RIK_GROEP,PARKEERZONE,Veltwijcklaan,76,to 76,Ekeren,2180,,FS_0007891,3,1
491906.418002632,6670830.81376179,525615,FIETSSTALLING,BUISBEUGEL_GROEP,VOETPAD,Dorpstraat,32,,Ekeren,2180,,FS_0007892,8,1
492216.63224568,6671592.15219047,525616,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Bosstraat,6,to 6 hoek driehoekstraat,Ekeren,2180,,FS_0007893,11,1
493570.112352964,6671145.19752171,525617,FIETSSTALLING,NMBS_VAST_DUBBELZIJDIG,VOETPAD,Biesheuvellaan,,onder brug,Ekeren,2180,,FS_0007894,3,1
493568.590549591,6671150.67561851,525618,FIETSSTALLING,NMBS_VAST_DUBBELZIJDIG,VOETPAD,Biesheuvellaan,,onder brug,Ekeren,2180,,FS_0007895,3,1
493566.727508314,6671157.08131653,525619,FIETSSTALLING,NMBS_VAST_DUBBELZIJDIG,VOETPAD,Biesheuvellaan,,onder brug,Ekeren,2180,,FS_0007896,3,1
493565.046606316,6671162.70368682,525620,FIETSSTALLING,NMBS_VAST_DUBBELZIJDIG,VOETPAD,Biesheuvellaan,,onder brug,Ekeren,2180,,FS_0007897,3,1
493588.782548471,6671182.48278549,525621,FIETSSTALLING,NMBS_VAST_ENKELZIJDIG,VOETPAD,Biesheuvellaan,,onder brug,Ekeren,2180,,FS_0007898,6,1
493724.823512999,6672907.30667902,525622,FIETSSTALLING,NMBS_VAST_DUBBELZIJDIG,VOETPAD,Lodewijk Andersonstraat,,onder brug,Ekeren,2180,,FS_0007900,3,1
493723.805702836,6672913.09509613,525623,FIETSSTALLING,NMBS_VAST_DUBBELZIJDIG,VOETPAD,Lodewijk Andersonstraat,,onder brug,Ekeren,2180,,FS_0007901,3,1
493724.309693273,6672910.32480757,525624,FIETSSTALLING,NMBS_VAST_DUBBELZIJDIG,VOETPAD,Lodewijk Andersonstraat,,onder brug,Ekeren,2180,,FS_0007902,3,1
493623.038194757,6671151.23207493,525625,FIETSSTALLING,NMBS_VAST_DUBBELZIJDIG,VOETPAD,Onze-Lieve-Vrouwstraat,,onder brug,Ekeren,2180,,FS_0007903,3,1
493621.251581573,6671156.5235876,525626,FIETSSTALLING,NMBS_VAST_DUBBELZIJDIG,VOETPAD,Onze-Lieve-Vrouwstraat,,onder brug,Ekeren,2180,,FS_0007904,3,1
493625.129616009,6671144.24710565,525627,FIETSSTALLING,NMBS_VAST_ENKELZIJDIG,VOETPAD,Onze-Lieve-Vrouwstraat,,onder brug,Ekeren,2180,,FS_0007905,3,1
496573.507015777,6660006.72849283,525628,FIETSSTALLING,BETH_GALI,VOETPAD,Hooftvunderlei,2,"to 2, parking Unolaan",Deurne,2100,,FS_0007906,4,1
489719.77628415,6657912.77322928,525629,FIETSSTALLING,NIETJE_ENKEL,VOETPAD,Paleisstraat,71A,,Antwerpen,2018,,FS_0007908,1,1
489689.324026688,6657910.43558112,525630,FIETSSTALLING,NIETJE_ENKEL,VOETPAD,Paleisstraat,84,,Antwerpen,2018,,FS_0007909,1,1
489960.130430998,6656856.00425051,525631,FIETSSTALLING,NIETJE_GROEP,PARKEERZONE,Van Trierstraat,13,,Antwerpen,2018,,FS_0007910,4,1
490142.582179528,6656931.96940576,525632,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Durletstraat,54,,Antwerpen,2018,,FS_0007911,4,1
481242.180401409,6682548.51940672,525633,FIETSSTALLING,BUISBEUGEL_GROEP,VOETPAD,Dominicanenstraat,29,naast 29,Berendrecht_zandvliet_lillo,2040,,FS_0007914,2,1
481389.072963466,6682519.08619984,525634,FIETSSTALLING,BUISBEUGEL_GROEP,VOETPAD,Cecilianenstraat,37,,Berendrecht_zandvliet_lillo,2040,,FS_0007915,8,1
481770.48264739,6682398.76825423,525635,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Pastoor Verlindenstraat,42,thv 42 ah pad achteraan,Berendrecht_zandvliet_lillo,2040,,FS_0007916,6,1
482496.701755992,6682457.2820925,525636,FIETSSTALLING,BUISBEUGEL_GROEP,VOETPAD,Pootersstraat,10,op pad naast 10,Berendrecht_zandvliet_lillo,2040,,FS_0007917,2,1
482003.042328704,6682956.68460601,525637,FIETSSTALLING,BUISBEUGEL_GROEP,VOETPAD,Tongerlostraat,182,naast bib viswater,Berendrecht_zandvliet_lillo,2040,,FS_0007918,8,1
481197.204644649,6682774.36535781,525638,FIETSSTALLING,RIK_GROEP,VOETPAD,Monnikenhofstraat,108,to 108 aan woonzorgcentrum,Berendrecht_zandvliet_lillo,2040,,FS_0007919,2,1
