X,Y,OBJECTID,GISID,TYPE,GC_NR,STRAATNAAM,HUISNUMMER,POSTCODE,SECTOR,OPMERKING,EBDD,ROUTE_WEEK,ROUTE_WEEKEND,FREQ_SLK,SLK_MA,SLK_DI,SLK_WO,SLK_DO,SLK_VR,SLK_ZA,SLK_ZO,FREQ_LEDIGING,LED_MA,LED_DI,LED_WO,LED_DO,LED_VR,LED_ZA,LED_ZO
491675.817521616,6668730.87539331,54556,GLASCONT_04743,duo glasbol,D1082,EUGEEN VAN MIEGHEMSTRAAT,,2180,NOORD,Ekeren,2017/07/04 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,
489949.347144674,6657883.51877236,54557,GLASCONT_04745,ondergrondse duo,O1100-A738,MIRAEUSSTRAAT,,2018,MIDDEN,Centrum2,2017/10/02 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,,,,,,,
488754.247774576,6656765.74897949,54558,GLASCONT_04746,duo glasbol,D1168,BREDERODESTRAAT,,2018,MIDDEN,Centrum2,2018/02/21 23:00:00+00,,,Wekelijks,x,x,x,x,x,,,,,,,,,,
493261.452209706,6657994.85045053,54559,GLASCONT_04753,duo glasbol,D1275,KORTE ALTAARSTRAAT,6,2018,MIDDEN,Centrum2,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,,,,,,,
489109.19159374,6648407.30981623,54560,GLASCONT_04757,duo glasbol,D1127,KLEINE DOORNSTRAAT,278,2610,ZUID,Wilrijk,2019/03/29 09:44:47+00,,,Wekelijks,,x,,x,,,,,,,,,,,
494192.431304737,6655773.76196405,54561,GLASCONT_04758,duo glasbol,D1211,ARBEIDERSSTRAAT,128,2600,ZUID,Berchem,2019/04/05 08:21:52+00,,,Wekelijks,,x,,x,,,,,,,,,,,
489808.752178667,6652321.14757272,54562,GLASCONT_04760,mono glasbol wit,M1566,GOUDENREGENLAAN,2,2610,ZUID,,2019/10/10 09:45:26+00,,,Wekelijks,x,,x,,x,,,,,,,,,,
489864.310646046,6661374.74582251,54563,GLASCONT_04761,duo glasbol,D1241,SINT-PIETERSVLIET,,2000,MIDDEN,,2019/10/22 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,,,,,,,
495156.215133223,6664962.47418037,54564,GLASCONT_04762,ondergrondse duo,O1110-A688,WEGGESTRAAT,10,2170,NOORD,,2019/10/25 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,,,,
489164.976320545,6651489.80898553,54565,GLASCONT_04748,ondergrondse duo,O1125-A638,BIST_WI,,2610,ZUID,Wilrijk,2018/02/28 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,
481253.046687805,6686387.37054121,54566,GLASCONT_04751,duo glasbol,D1184,ANTWERPSEBAAN,,2040,NOORD,Bezali,2018/05/17 22:00:00+00,,,Wekelijks,x,,x,,x,,,,,,x,,,,
491118.068176466,6672768.51060354,54567,GLASCONT_04756,ondergrondse duo,O1102-A755,EDISONLAAN,5,2180,NOORD,Ekeren,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,x,,,
489458.120308154,6660513.67529209,54568,GLASCONT_04764,duo glasbol,D1247,ERNEST VAN DIJCKKAAI,Centrum1,2000,MIDDEN,,2020/01/23 10:31:03+00,,,,,,,,,,,,,,,,,,
489455.744256211,6660511.51790032,54569,GLASCONT_04765,mono glasbol groen,M1525,ERNEST VAN DIJCKKAAI,Centrum1,2000,MIDDEN,,2020/01/23 10:32:19+00,,,,,,,,,,,,,,,,,,
493620.643733793,6665921.94185334,54570,GLASCONT_04766,mono glasbol groen,M1598,LAMBRECHTSHOEKENLAAN,,2170,NOORD,,2020/02/03 11:52:22+00,,,Wekelijks,x,,,,,,,,,,,,,,
492217.08984806,6665654.57870412,54571,GLASCONT_04767,duo glasbol,D1203,CANADALAAN,,2030,NOORD,,2020/03/20 11:32:26+00,,,,,,,,,,,,,,,,,,
485842.237526173,6654016.30658586,54572,GLASCONT_04768,duo glasbol,D1038,HAGELANDSTRAAT,37,2660,ZUID,,2020/04/08 22:00:00+00,,,,,,,,,,,,,,,,,,
480596.93118493,6684642.50091328,54573,GLASCONT_04771,duo glasbol,D1210,,,2040,NOORD,,2020/07/17 09:02:56+00,,,,,,,,,,,,,,,,,,
480474.684351338,6683484.18823775,54574,GLASCONT_04773,duo glasbol,D1110,ZANDWEG,,2040,NOORD,,2020/07/17 09:16:54+00,,,,,,,,,,,,,,,,,,
491075.440079902,6671349.58265353,54575,GLASCONT_04774,duo glasbol,D1088,SCHOONBROEK,47,2180,NOORD,,2020/07/22 13:02:26+00,,,,,,,,,,,,,,,,,,
488664.95766462,6648454.1371914,54576,GLASCONT_04776,duo glasbol,D1269,EDENPLEIN,,2610,ZUID,,2020/08/04 12:15:01+00,,,,,,,,,,,,,,,,,,
488840.811427039,6653122.39581075,54577,GLASCONT_00630,duo glasbol,D1172,ROZENKRANSPLEIN,321,2610,ZUID,Wilrijk,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,x,,,
488839.097946618,6653122.65253159,54578,GLASCONT_04777,duo glasbol,D1270,ROZENKRANSPLEIN,321,2610,ZUID,,2020/08/06 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
494032.163366917,6673426.01857308,54579,GLASCONT_04785,duo glasbol,D1258,VAN DE WEYNGAERTPLEIN,28,2180,NOORD,Van de weyngaertplein,2020/09/01 10:11:45+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
490544.086386108,6658951.26298163,54580,GLASCONT_04786,duo glasbol, D1113,SCHERMERSSTRAAT,,2000,MIDDEN,,2020/09/14 11:15:09+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
490316.952999145,6657546.44528342,54581,GLASCONT_04787,mono glasbol groen,M2024,LANGE LOZANASTRAAT,,2018,MIDDEN,,2020/09/18 15:16:31+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
490312.645040005,6657545.9001154,54582,GLASCONT_04788,mono glasbol wit,M2521,LANGE LOZANASTRAAT,,2018,MIDDEN,,2020/09/18 15:16:54+00,,,,,,,,,,,,,,,,,,
495677.142880302,6666990.65800811,54583,GLASCONT_04790,duo glasbol,D1022,CATERSHOFLAAN,,2170,NOORD,,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
494368.79760132,6669560.3117233,54584,GLASCONT_04793,mono glasbol wit,M1515,DE OUDE LANDEN,TO132,2180,NOORD,,2021/06/15 08:58:51+00,,,,,,,,,,,,,,,,,,
494368.453573923,6669557.90526738,54585,GLASCONT_04794,mono glasbol groen,M1597,DE OUDE LANDEN,TO132,2180,NOORD,,2021/06/15 09:00:18+00,,,,,,,,,,,,,,,,,,
494368.057134306,6669555.89213281,54586,GLASCONT_04795,duo glasbol, D1128,DE OUDE LANDEN,TO 132,2180,NOORD,,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
495986.289081361,6669440.32458375,54587,GLASCONT_04796,duo glasbol, D1017,NOTELAARLAAN,5,2180,NOORD,,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
498477.156317593,6661801.85505745,54588,GLASCONT_04797,ondergrondse duo,O1138-A653,WIM SAERENSPLEIN,TO 8,2100,NOORD,,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
498231.02921658,6660995.75055761,54589,GLASCONT_04798,ondergrondse duo,O1134-A168,ERTBRUGGELAAN,,2100,NOORD,,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
498603.393801724,6661316.67879381,54590,GLASCONT_04799,duo glasbol,D1129,RUGGEVELDLAAN_DEn,,2100,NOORD,,2021/07/02 12:34:27+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
493963.415234997,6664408.47990219,54591,GLASCONT_04800,duo glasbol,D1014,STELLA MARISSTRAAT,,2170,NOORD,,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
490996.954405654,6669980.16096257,54592,GLASCONT_04801,duo glasbol, D1138,EDUARD VAN BENEDENSTRAAT,2,2180,NOORD,,2021/08/02 10:47:38+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
493285.417636308,6661494.64863117,54593,GLASCONT_04802,duo glasbol,D1193,STUIVENBERGPLEIN,42,2060,MIDDEN,,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
492964.224615425,6661745.52348277,54594,GLASCONT_04804,ondergrondse duo,O447-A714,KLAMPERSTRAAT,47,2060,MIDDEN,,2021/12/17 08:26:28+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
490797.314055373,6655960.67233189,54595,GLASCONT_04806,mono glasbol wit,D1549,MARKGRAVELEI,,2018,MIDDEN,,2022/03/04 08:31:56+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
487363.442143663,6661417.42465115,54596,GLASCONT_04807,duo glasbol,D3264,HALEWIJNLAAN,,2050,MIDDEN,,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
491485.209410579,6657940.0088933,54597,GLASCONT_04810,duo glasbol,D1041,VERDRAAGZAAMHEIDSPLEIN,,2018,MIDDEN,,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
486334.97594231,6654172.04021968,54598,GLASCONT_04813,duo glasbol, A471,WEERSTANDLAAN_HO,21,2660,ZUID,Garage essal,2022/06/29 07:39:21+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
494232.63775319,6658546.15107258,54599,GLASCONT_04814,duo glasbol, D1266,LUITENANT NAEYAERTPLEIN,5,2140,MIDDEN,,2022/07/25 08:16:32+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
479554.262725756,6685180.23414465,54600,GLASCONT_04815,duo glasbol, D1213,DE KEYSERHOEVE,TO 15,2040,NOORD,,2022/08/04 11:37:05+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
493724.157701402,6659417.82269846,54601,GLASCONT_04817,mono glasbol groen,M1645,DRINK,0,2140,MIDDEN,,2022/08/31 08:52:32+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
493723.961166657,6659416.65217168,54602,GLASCONT_04818,mono glasbol wit, M1544,DRINK,0,2140,MIDDEN,,2022/08/31 08:53:33+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
496295.431789513,6657972.13835247,54603,GLASCONT_04819,mono glasbol groen,M1649,ARENAPLEIN,,2100,ZUID,,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
483667.293691892,6652874.05066674,54604,GLASCONT_04820,duo glasbol,D1218,SCHAAPSKOOI,,2660,ZUID,,2022/09/29 07:16:40+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
497904.521468583,6662888.79685997,54605,GLASCONT_04822,duo glasbol,D1016,OUDE BOSUILBAAN,tov 128,2100,NOORD,,2022/10/05 22:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
493782.640074235,6657180.85417204,54606,GLASCONT_04823,mono glasbol wit,M 2007,UITBREIDINGSTRAAT,542,2600,MIDDEN,,2022/10/24 22:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
493788.391504349,6657187.47474423,54607,GLASCONT_04824,mono glasbol groen,M 1681,UITBREIDINGSTRAAT,542,2600,MIDDEN,,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
489243.938112522,6658379.35041341,54608,GLASCONT_04827,mono glasbol groen,M2004,LEOPOLD DE WAELPLAATS,,2000,MIDDEN,,2022/11/14 09:24:42+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
495709.856258749,6656401.487514,54609,GLASCONT_04829,mono glasbol groen,M1668,VOSSTRAAT_BO,,2140,ZUID,,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
495716.601685798,6656404.64842586,54610,GLASCONT_04830,mono glasbol wit,M1584,VOSSTRAAT_BO,,2140,ZUID,,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
491411.394974968,6661636.75866059,54611,GLASCONT_04831,duo glasbol,D1252,ITALIELEI,117 a,2000,MIDDEN,,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
491711.627972163,6662001.6162802,54612,GLASCONT_04832,duo glasbol,D1285,DE PRETSTRAAT,28-30,2060,MIDDEN,,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
492891.774563785,6656205.29840599,54613,GLASCONT_04833,duo glasbol,D1246,VREDESTRAAT,,2600,MIDDEN,,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
489038.275649174,6658281.42950605,54614,GLASCONT_04834,duo glasbol,M1585,LEOPOLD DE WAELPLAATS,,2000,MIDDEN,,2023/05/23 11:19:08+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
489039.430627432,6658282.21618669,54615,GLASCONT_04835,duo glasbol,M1511,LEOPOLD DE WAELPLAATS,,2000,MIDDEN,,2023/05/23 11:18:27+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
484641.558698578,6650419.59226091,54616,GLASCONT_04837,duo glasbol,D1194,SCHANSSTRAAT,,2660,ZUID,,2023/05/05 08:38:26+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
491913.783204586,6662050.53975804,54617,GLASCONT_04838,duo glasbol,D1131,ELLERMANSTRAAT,,2060,MIDDEN,,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
491920.529771446,6662050.53512021,54618,GLASCONT_04839,duo glasbol,D1272,ELLERMANSTRAAT,,2060,MIDDEN,,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
489783.114430265,6658846.01436857,54619,GLASCONT_04840,mono glasbol groen,M1686,KRONENBURGSTRAAT,47,2000,MIDDEN,,2023/05/23 09:07:34+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
489775.463209264,6658847.45165506,54620,GLASCONT_04841,mono glasbol wit,M2013,KRONENBURGSTRAAT,47,2000,MIDDEN,,2023/05/23 09:09:09+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
490691.698658918,6658364.71965423,54621,GLASCONT_04847,duo glasbol,D1180,MECHELSESTEENWEG,,2018,MIDDEN,,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
494041.308557337,6665568.88605383,54622,GLASCONT_04848,mono glasbol wit,M1557,,178,2170,NOORD,,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
494488.047965697,6665802.92482806,54623,GLASCONT_04849,duo glasbol,D1005,RODELOOPSTRAAT,to 5,2170,NOORD,,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
495201.03999032,6665781.0081216,54624,GLASCONT_04850,ondergrondse duo,O1105-A664,KROONPLEIN,,2170,NOORD,,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
494036.214602152,6666570.9296562,54625,GLASCONT_04851,mono glasbol wit,M1677,LAARSEBAAN,161,2170,NOORD,,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
494036.725512657,6666575.87820949,54626,GLASCONT_04852,mono glasbol groen,M1524,LAARSEBAAN,161,2170,NOORD,,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
496133.707087374,6666392.83543304,54627,GLASCONT_04853,duo glasbol,D1007,RINGLAAN_ME,,2170,NOORD,,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
495496.707317479,6668617.99898449,54628,GLASCONT_04854,duo glasbol,D1042,LAAGLANDLAAN,669,2170,NOORD,,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
491390.703428393,6659536.62680342,54629,GLASCONT_04857,ondergrondse duo,D1222,FRANKRIJKLEI,1,2000,MIDDEN,,2024/04/22 22:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
494355.476847525,6664118.19534608,54630,GLASCONT_04863,ondergrondse groen,O701-01116,SINT-BARTHOLOMEUSSTRAAT,,2170,NOORD,,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
490978.038371877,6659660.47904459,54631,GLASCONT_04865,duo glasbol,D1143 ,MEISTRAAT,5-7,2000,MIDDEN,,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
485730.276681666,6651262.18074525,54632,GLASCONT_04869,duo glasbol,D1284,KRIJGSBAAN_HO,,2660,ZUID,,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
492260.902787637,6652792.46639762,54633,GLASCONT_04870,mono glasbol groen,M1671,GROENENBORGERLAAN_WI,,2610,ZUID,,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
492261.95075691,6652785.49774591,54634,GLASCONT_04871,mono glasbol wit,M1562,GROENENBORGERLAAN_WI,,2610,ZUID,,1899/12/05 00:09:21+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
495184.636867367,6662575.47771096,54635,GLASCONT_04872,duo glasbol,D1115,ALBERT BEVERNAGELEI,,2100,NOORD,,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
485728.922600786,6651269.22019968,54636,GLASCONT_04873,duo glasbol,D1137,KRIJGSBAAN_HO,KRIJGSBAAN-SINT,2660,ZUID,,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
482457.622142444,6653100.58921659,54637,GLASCONT_04874,duo glasbol,D1073,BOOMBEKELAAN,,2660,ZUID,,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
496364.822148926,6662148.90811306,54638,GLASCONT_04876,duo glasbol,D1141,VAARTDIJK_DE,,2100,NOORD,,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
490830.922669749,6652285.94488326,54639,GLASCONT_04877,duo glasbol,D1265,GROENENBORGERLAAN_WI,,2610,ZUID,,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
495267.512932776,6657824.97459576,54640,GLASCONT_04878,mono glasbol groen,M1652,DE SCHANS,,2140,ZUID,,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
486050.723416089,6653906.08211419,54641,GLASCONT_04879,mono glasbol groen,M1662,STEYNSTRAAT,,2660,ZUID,,2024/02/20 23:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
495402.026358639,6656792.92533694,54642,GLASCONT_04880,mono glasbol wit,M1563,KAREL DE PRETERLEI,,2140,ZUID,,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
492176.119952662,6655422.33102249,54643,GLASCONT_04881,duo glasbol,D1147,UITBREIDINGSTRAAT,,2600,MIDDEN,,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
490385.052637743,6662576.88773991,54644,GLASCONT_04882,duo glasbol,D3047,KATTENDIJKDOK-WESTKAAI,51-54,2000,MIDDEN,,1899/03/05 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
494991.27381281,6661176.07527724,54645,GLASCONT_04883,mono glasbol wit,M2005,,,2140,NOORD,Op containerpark,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
494961.733514686,6661149.89764323,54646,GLASCONT_04884,mono glasbol groen,M1676,,,2140,NOORD,Op containerpark,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
491869.334387374,6661146.98434769,54647,GLASCONT_04885,ondergrondse duo,A681-0164,SINT-JANSPLEIN,,2060,MIDDEN,,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
491861.744874179,6661146.14417914,54648,GLASCONT_04886,ondergrondse duo,A680 -0163,SINT-JANSPLEIN,,2060,MIDDEN,,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
491715.792922398,6661351.58256885,54649,GLASCONT_04887,ondergrondse duo,A735,SINT-JANSPLEIN,,2060,MIDDEN,,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
491694.386986349,6661338.17501046,54650,GLASCONT_04888,ondergrondse duo,A736,SINT-JANSPLEIN,,2060,MIDDEN,,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
485064.168618488,6651752.50749544,54651,GLASCONT_04889,duo glasbol,nog contro,NACHTEGAALLAAN,,2660,ZUID,,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
489842.875802909,6660573.35903715,54652,GLASCONT_04890,ondergrondse duo,O1140-A728,WISSELSTRAAT,,2000,MIDDEN,,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
489845.786783517,6660578.26106479,54653,GLASCONT_04891,ondergrondse duo,O1141-A729,WISSELSTRAAT,,2000,MIDDEN,,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
489848.360702139,6660583.37444187,54654,GLASCONT_04892,ondergrondse duo,O1142-A730,WISSELSTRAAT,,2000,MIDDEN,,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
489851.145175845,6660588.27652873,54655,GLASCONT_04893,ondergrondse duo,O1143-A731,WISSELSTRAAT,,2000,MIDDEN,,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
485386.453870923,6651480.41359179,54656,GLASCONT_04894,duo glasbol, 1159,OUDSTRIJDERSLAAN,,2660,ZUID,,2024/03/15 09:00:36+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
498825.288112901,6656823.86387859,54657,GLASCONT_04895,duo glasbol,G605,ADRINKHOVENLAAN,TO 115,2150,ZUID,,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
498825.401880384,6656829.35627973,54658,GLASCONT_04896,duo glasbol,G121,ADRINKHOVENLAAN,TO 115,2150,ZUID,,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
498064.7109053,6656291.22847328,54659,GLASCONT_04897,duo glasbol,G106,FLORIS PRIMSLEI,97,2150,ZUID,,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
499379.528446849,6656151.84931171,54660,GLASCONT_04898,duo glasbol,G604,CORNEEL SMITSLEI,36,2150,ZUID,,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
498324.476554595,6655782.4486711,54661,GLASCONT_04899,duo glasbol,G099,,,2150,ZUID,,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
498337.643375062,6655782.42937566,54662,GLASCONT_04900,duo glasbol,G122,,,2150,ZUID,,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
498347.651528364,6655783.47088844,54663,GLASCONT_04901,duo glasbol,G156,,,2150,ZUID,,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
498356.590335884,6655783.95480776,54664,GLASCONT_04902,duo glasbol,G129,,,2150,ZUID,,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
498824.61341099,6655799.51864217,54665,GLASCONT_04903,duo glasbol,G136,DE ROBIANOSTRAAT,109,2150,ZUID,,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
499941.272878113,6656235.2093909,54666,GLASCONT_04904,duo glasbol,G115,EUGEEN VERELSTLEI,,2150,ZUID,,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
499941.794293788,6656232.0399321,54667,GLASCONT_04905,duo glasbol,G096,EUGEEN VERELSTLEI,,2150,ZUID,,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
498121.712863628,6656494.4046731,54668,GLASCONT_04906,duo glasbol,G188,FLORIS PRIMSLEI,TO 51,2150,ZUID,,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
499566.652799892,6655312.03143466,54669,GLASCONT_04907,duo glasbol,G113,LUCIEN HENDRICKXLEI,,2150,ZUID,,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
499019.293623197,6656517.64952772,54670,GLASCONT_04908,duo glasbol,G112,SPRINKHAANVELDESTRAAT,TO 28,2150,ZUID,,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
498815.912086843,6656405.64735598,54671,GLASCONT_04909,duo glasbol,G194,WENIGERSTRAAT,,2150,ZUID,,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
493832.643863753,6658368.46131359,54672,GLASCONT_04910,duo glasbol,D1267,VANDENPEEREBOOMSTRAAT,,2140,MIDDEN,,2024/04/22 22:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
492492.013792586,6659339.57511653,54673,GLASCONT_04911,duo glasbol,D3028,PLOEGSTRAAT,27,2018,MIDDEN,,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
492498.284023139,6659341.66528434,54674,GLASCONT_04912,duo glasbol,D3063,PLOEGSTRAAT,27,2018,MIDDEN,,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
486995.404614252,6660930.57181373,54675,GLASCONT_04913,mono glasbol wit,M2006,BLANCEFLOERLAAN,,2050,MIDDEN,achter slagboom ( nooddorp ),1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
486985.252826158,6660930.57176677,54676,GLASCONT_04914,mono glasbol groen,M1672,BLANCEFLOERLAAN,,2050,MIDDEN,Achter de slagboom ( nooddorp ),1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
493816.512173688,6672923.41308432,54677,GLASCONT_04915,duo glasbol,D1091,LODEWIJK ANDERSONSTRAAT,thv 11,2180,NOORD,,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
493809.794228994,6672927.59352134,54678,GLASCONT_04916,duo glasbol,D1258,LODEWIJK ANDERSONSTRAAT,thv 11,2180,NOORD,,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
494411.778635972,6664711.66682609,54679,GLASCONT_04917,duo glasbol,D1024,NIEUWDREEF,50,2170,NOORD,,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
483573.783093499,6652114.99562169,54680,GLASCONT_04918,duo glasbol,D3126,JOZEF LEEMANSLAAN,,2660,ZUID,,1899/12/30 00:00:00+00,,,Wekelijks,x,x,x,x,x,x,x,,,,,,,,
