X,Y,OBJECTID,CODE_OBJECT,ROEPNAAM_ZZ_OBJECT,NAAM_ZAAL,HOOFDFUNCTIE_ACTIVITEITSTYPE,MAX_ZITTEND,MAX_STAAND,ORIG_FID
494015.780954213,6658555.62496316,100472,0000012510,PAX,Kleine zaal,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",50,70,188
494015.780954213,6658555.62496316,100473,0000012510,PAX,Café,"Feest, Hobby, Repetitie, Vergader, Vergader1",40,60,189
499128.843708883,6660290.1382313,100474,0000008229,KVC Olympic Deurne,Kantine,"Feest, Hobby, Repetitie, Vergader, Vergader1",60,70,190
499128.843708883,6660290.1382313,100475,0000008229,KVC Olympic Deurne,Kleine zaal,"Feest, Hobby, Repetitie, Vergader, Vergader1",12,25,191
491463.137399248,6658123.29338884,100476,0000024196,Elcker-ik,Cafetaria,"Feest, Hobby, Religiebeleving, Vergader, Vergader1",50,100,192
491463.137399248,6658123.29338884,100477,0000024196,Elcker-ik,Grote zaal,"Feest, Hobby, Repetitie, Vergader, Vergader1",90,100,193
495756.818516456,6664805.03346144,100478,0000000062,Jongerencentrum Bouckenborgh,Café,"Feest, Hobby",40,120,194
495756.818516456,6664805.03346144,100479,0000000062,Jongerencentrum Bouckenborgh,Bovenzaal,"Feest, Hobby, Repetitie, Vakantieactiviteit, Vergader, Vergader1",30,50,195
490075.085802738,6651534.19639557,100480,0000013386,De Nieuwe Kroon,Feestzaal,"Feest, Hobby, Repetitie, Vergader, Vergader1",58,70,196
494394.876833698,6671379.92419163,100481,0000000060,252 cc,Vergader Oost,"Feest, Hobby, Repetitie, Vakantieactiviteit, Vergader, Vergader1",20,20,197
494394.876833698,6671379.92419163,100482,0000000060,252 cc,Vergader West,"Feest, Hobby, Repetitie, Vakantieactiviteit, Vergader, Vergader1",20,20,198
494394.876833698,6671379.92419163,100483,0000000060,252 cc,Cafetaria,"Feest, Hobby, Repetitie, Vakantieactiviteit",30,49,199
494394.876833698,6671379.92419163,100484,0000000060,252 cc,Podiumzaal,"Feest, Hobby, Repetitie, Sport, Vakantieactiviteit, Vergader, Vergader1",,90,200
494394.876833698,6671379.92419163,100485,0000000060,252 cc,Zolder,"Feest, Hobby, Repetitie, Sport, Vakantieactiviteit, Vergader, Vergader1",40,49,201
495961.843149799,6660400.3954201,100486,0000010746,The Grey Corner,Café,"Feest, Repetitie, Vergader",30,49,202
489424.370742934,6660192.87127464,100487,0000012969,'t Sandt,Zaal Ridder Vic Gentils,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",40,150,203
489424.370742934,6660192.87127464,100488,0000012969,'t Sandt,Zaal Marco Polo,Feest,24,24,204
489424.370742934,6660192.87127464,100489,0000012969,'t Sandt,Zaal Christobal Colombus,"Feest, Hobby, Religiebeleving, Repetitie, Vergader",80,150,205
498653.719823999,6659583.21093656,100490,0000012749,Ruggeveld TC,Kantine,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",75,120,206
493990.835511963,6672864.43692159,100491,0000025658,De Schuur,Zaal,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",100,100,207
493868.24009575,6658615.18454877,100492,0000012105,Poppentheater Jojo,Zaal voorstellingen,"Feest, Hobby, Sport",,,208
489374.549205851,6660546.63943232,100493,0000023932,RAS,Feestzaal,"Feest, Repetitie, Vergader, Vergader1",64,85,209
488569.267094053,6663077.05034191,100494,0000008408,Minerva Café,Feesttent,"Feest, Repetitie, Vergader1",160,160,210
493111.549392528,6659672.41579273,100495,0000012287,New Replay,Feestcafé,Feest,0,99,211
496640.58215789,6661642.49899787,100496,0000008280,De Violin,Restaurant,Feest,80,120,212
496640.58215789,6661642.49899787,100497,0000008280,De Violin,Vergaderzaal,"Feest, Vergader",30,40,213
494784.644091427,6659776.98037846,100498,0000007861,Tango De Carmen,Danszaal,"Feest, Hobby, Repetitie, Sport, Vergader1",98,98,214
496055.75127718,6660391.43384007,100499,0000008161,vzw Jean et Mar,Concertzaal,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",99,99,215
496055.75127718,6660391.43384007,100500,0000008161,vzw Jean et Mar,Café,"Feest, Hobby, Vergader, Vergader1",49,49,216
492584.094058548,6660749.36341782,100501,A6_1701,Greinstraat,Turnzaal,"Feest, Hobby, Repetitie, Sport, Vakantieactiviteit",49,49,217
486138.706714126,6652559.75079111,100502,0000008519,Breughelhof,Feestzaal,"Feest, Hobby, Repetitie, Vergader, Vergader1",75,75,218
497148.082146638,6657483.23105146,100503,0000008332,Familia Sint Rochus,Polyvalente zaal,"Feest, Hobby, Repetitie, Vergader, Vergader1",140,200,219
497148.082146638,6657483.23105146,100504,0000008332,Familia Sint Rochus,Winterzaal,Feest,60,70,220
491237.912938641,6670187.13516172,100505,0000013407,Hagelkruis,Cafetaria,"Feest, Hobby, Repetitie, Sport, Vakantieactiviteit, Vergader, Vergader1",100,100,221
490036.302851379,6660437.8340133,100506,0000023911,Cocktails at Nine,Bar,"Feest, Vergader, Vergader1",25,100,222
490036.302851379,6660437.8340133,100507,0000023911,Cocktails at Nine,Lounge,"Feest, Vergader",30,50,223
490036.302851379,6660437.8340133,100508,0000023911,Cocktails at Nine,Gebouw,Feest,55,150,224
491222.89309414,6656439.41971722,100509,0000007953,Magnus,Zaal 1 gelijkvloers,"Feest, Vergader",130,200,225
491222.89309414,6656439.41971722,100510,0000007953,Magnus,Zaal 2 eerste verdieping,"Feest, Vergader",40,70,226
493966.001549552,6664021.23377535,100511,0000023818,Gildenhuis Merksem,Grote zaal,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",60,60,227
493966.001549552,6664021.23377535,100512,0000023818,Gildenhuis Merksem,Kleine zaal,"Feest, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",20,20,228
492688.870251193,6654052.29763201,100513,0000010246,Bergheem,Zaal Troyentenhof,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",32,,229
492688.870251193,6654052.29763201,100514,0000010246,Bergheem,Zaal Ruytenburg,"Feest, Hobby, Repetitie, Vergader, Vergader1",32,,230
492688.870251193,6654052.29763201,100515,0000010246,Bergheem,Zaal Strijdhof,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",120,120,231
492174.58253885,6655605.47319199,100516,0000008061,De Zoete Linde,Feestzaal gelijkvloers,"Feest, Vergader, Vergader1",40,60,232
490980.153449112,6662114.38849119,100517,0000023853,Plastron,Plastron - Modulaire zaal,"Feest, Vergader, Vergader1",50,50,233
494693.605618809,6655864.689222,100518,0000001210,Den Eglantier,Zaal gelijkvloers,"Feest, Hobby, Repetitie, Vergader, Vergader1",100,170,234
489247.685371492,6662803.4632727,100519,0000023294,Club Cabane,Feestlocatie,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",200,200,235
489897.776072261,6657976.62770103,100520,0000008523,IVCA,Rosa,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",30,30,236
489897.776072261,6657976.62770103,100521,0000008523,IVCA,Violetta,"Feest, Hobby, Repetitie, Vergader, Vergader1",40,80,237
489897.776072261,6657976.62770103,100522,0000008523,IVCA,Grote Zaal,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",49,99,238
489897.776072261,6657976.62770103,100523,0000008523,IVCA,Computerzaal,"Feest, Hobby, Vergader, Vergader1",12,25,239
491742.370903774,6672039.10328076,100524,0000012234,Wilgehoeve,Zaal,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",80,80,240
491198.845749612,6670082.99165464,100525,0000008517,Ballantines,Zaaltje boven,"Feest, Hobby, Repetitie, Vergader, Vergader1",40,80,241
489154.299829237,6651292.11539898,100526,0000000105,Gemeenschapscentrum Wilrijk,Kitchenette,"Feest, Vergader, Vergader1",,4,242
489154.299829237,6651292.11539898,100527,0000000105,Gemeenschapscentrum Wilrijk,Foyer Raadzaal,"Feest, Hobby",,142,243
489154.299829237,6651292.11539898,100528,0000000105,Gemeenschapscentrum Wilrijk,Foyer Auditorium,"Feest, Hobby",,142,244
489154.299829237,6651292.11539898,100529,0000000105,Gemeenschapscentrum Wilrijk,Refter - 52p,Feest,52,60,245
489154.299829237,6651292.11539898,100530,0000000105,Gemeenschapscentrum Wilrijk,Hoogte - 18p,"Feest, Vergader, Vergader1",18,,246
489154.299829237,6651292.11539898,100531,0000000105,Gemeenschapscentrum Wilrijk,Neerland - 12p,"Feest, Vergader, Vergader1",12,,247
488835.570639236,6653280.67092233,100532,0000012838,Rozenkrans,Trefpunt,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",40,55,248
488835.570639236,6653280.67092233,100533,0000012838,Rozenkrans,Kring,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",60,100,249
488835.570639236,6653280.67092233,100534,0000012838,Rozenkrans,Feestzaal,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",150,250,250
488835.570639236,6653280.67092233,100535,0000012838,Rozenkrans,Keuken,"Feest, Hobby",,10,251
493273.473796345,6660032.55780532,100536,0000023310,Brutal,Restaurant,"Feest, Repetitie, Vergader, Vergader1",55,70,252
491223.69204176,6661558.01685516,100537,0000024141,HAVN Church,Evenementenhal,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",250,300,253
493560.636935014,6653180.99071582,100538,0000023830,Zewopa vzw Berchem,Wijkcentrum,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",20,75,254
494139.832940435,6658951.033862,100539,0000007743,Het Keerpunt,Polyvalente ruimte,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",75,75,255
496180.984973964,6661228.4834346,100540,0000008307,Euro Bowling,Feestzaal gelijkvloers,"Feest, Hobby, Vergader, Vergader1",60,80,256
496180.984973964,6661228.4834346,100541,0000008307,Euro Bowling,Feestzaal eerste verdieping,"Feest, Hobby, Vergader, Vergader1",60,80,257
499767.728892116,6660074.9629084,100542,0000000659,Spartacus,Feestzaal,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",60,120,258
499767.728892116,6660074.9629084,100543,0000000659,Spartacus,Vergaderruimte,"Feest, Hobby, Repetitie, Vergader, Vergader1",12,12,259
484026.818396403,6652629.24660601,100544,0000000323,Gravenhof,Foyer met bar,"Feest, Repetitie, Vergader, Vergader1",100,140,260
484026.818396403,6652629.24660601,100545,0000000323,Gravenhof,Theaterzaal,"Feest, Hobby, Repetitie, Vergader, Vergader1",150,,261
491788.664441402,6670650.7110924,100546,0000022980,Perfect Present,Zaaltje,"Feest, Repetitie, Vergader, Vergader1",25,40,262
491788.664441402,6670650.7110924,100547,0000022980,Perfect Present,Tuin,"Feest, Repetitie",25,40,263
489581.565091376,6660578.47767719,100548,0000024197,Cartoon's,Zaal 1,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",,,264
489581.565091376,6660578.47767719,100549,0000024197,Cartoon's,Zaal 2,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",,,265
489581.565091376,6660578.47767719,100550,0000024197,Cartoon's,Zaal 3,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",,,266
489581.565091376,6660578.47767719,100551,0000024197,Cartoon's,Sous-sol,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",,105,267
496958.473725833,6659446.20396858,100552,0000008232,Ri4a,Kantine,"Feest, Hobby, Repetitie, Vergader, Vergader1",100,200,268
487199.746373425,6654606.25134165,100553,0000023907,Samenlevingsopbouw Kiel,Ontmoetingsruimte,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",25,49,269
490051.280482177,6661250.85803149,100554,0000003887,Het Stadsmagazijn,Zolder,"Feest, Hobby, Repetitie, Sport, Vakantieactiviteit, Vergader, Vergader1",50,70,270
490051.280482177,6661250.85803149,100555,0000003887,Het Stadsmagazijn,Danszaal,"Feest, Hobby, Repetitie, Sport, Vakantieactiviteit, Vergader",40,70,271
490051.280482177,6661250.85803149,100556,0000003887,Het Stadsmagazijn,Jan Olieslagers,"Feest, Hobby, Repetitie, Vakantieactiviteit, Vergader, Vergader1",24,24,272
479706.488599024,6685250.33323832,100557,0000023857,Dry Claveren,Feestzaal,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",120,160,273
490011.909312117,6659488.16087108,100558,0000014827,Huis Happaert,Tuinzaal,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",15,30,274
490011.909312117,6659488.16087108,100559,0000014827,Huis Happaert,Pianozaal,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",25,75,275
490011.909312117,6659488.16087108,100560,0000014827,Huis Happaert,Hall,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",40,75,276
490011.909312117,6659488.16087108,100561,0000014827,Huis Happaert,Modulair,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",70,100,277
495212.076056971,6656273.69293613,100562,0000001529,Gietschotel,Feestzaal,"Feest, Hobby, Repetitie, Vergader, Vergader1",99,,278
490398.246255642,6662760.69995006,100563,0000008292,Strantwerpen,Paviljoen,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",180,400,279
494857.934840053,6661914.85512437,100564,0000011133,Dinamo,Salon,"Buurtactiviteit, Feest, Hobby, Vergader, Vergader1",40,40,280
494857.934840053,6661914.85512437,100565,0000011133,Dinamo,Combinatie salon + keuken,"Buurtactiviteit, Feest, Hobby, Repetitie, Vergader, Vergader1",30,65,281
494723.521071086,6657200.26941389,100566,0000007841,Paroza,Eerste verdieping,"Feest, Hobby, Repetitie, Vergader, Vergader1",40,60,282
494723.521071086,6657200.26941389,100567,0000007841,Paroza,Tweede verdieping,"Feest, Hobby, Repetitie, Vergader, Vergader1",40,75,283
494723.521071086,6657200.26941389,100568,0000007841,Paroza,Feestzaal,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",100,220,284
494723.521071086,6657200.26941389,100569,0000007841,Paroza,Cafetaria,Feest,60,90,285
488371.376040943,6651144.15223757,100570,0000011903,Zaal Ars,Grote zaal,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",160,200,286
493916.076325933,6660060.62619483,100571,0000007873,Red Fish Factory,Unit C,"Feest, Hobby, Repetitie, Vergader1",80,150,287
493916.076325933,6660060.62619483,100572,0000007873,Red Fish Factory,Unit D,"Feest, Hobby, Repetitie, Vergader1",30,150,288
493916.076325933,6660060.62619483,100573,0000007873,Red Fish Factory,Combinatie Units,"Feest, Hobby, Repetitie, Vergader",120,250,289
492307.127804167,6665611.78247625,100574,0000006668,Gemeenschapscentrum Luchtbal,Eerste verdieping,"Feest, Hobby, Religiebeleving, Repetitie, Vakantieactiviteit, Vergader, Vergader1",49,49,290
492307.127804167,6665611.78247625,100575,0000006668,Gemeenschapscentrum Luchtbal,Tweede verdieping,"Feest, Hobby, Religiebeleving, Repetitie, Vakantieactiviteit, Vergader, Vergader1",49,49,291
494805.178566815,6659683.28814549,100576,0000022996,La Maria,Zalen en binnenplaats,"Feest, Hobby, Repetitie, Vergader, Vergader1",49,49,292
482602.18181699,6651872.60360521,100577,0000023097,Moretusburg,Kleine zaal,"Feest, Hobby, Repetitie, Vergader, Vergader1",45,90,293
484232.587477423,6652971.42741359,100578,0000012873,Cultuurcafé,Café,"Feest, Hobby, Vergader",80,80,294
484232.587477423,6652971.42741359,100579,0000012873,Cultuurcafé,Nello,"Feest, Repetitie, Vergader, Vergader1",50,50,295
491689.671043768,6670597.81564929,100580,0000008056,Ekers Hof,Feestzaal,"Feest, Hobby, Repetitie, Vergader, Vergader1",80,80,296
487746.920350052,6660210.39482404,100581,0000008484,Sint Anneke Centrum,Feestzaal,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",200,200,297
487746.920350052,6660210.39482404,100582,0000008484,Sint Anneke Centrum,Spieken vergaderzaal 1,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",15,15,298
487746.920350052,6660210.39482404,100583,0000008484,Sint Anneke Centrum,Spieken café,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",20,20,299
487746.920350052,6660210.39482404,100584,0000008484,Sint Anneke Centrum,Spieken naaikamer,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",10,10,300
487746.920350052,6660210.39482404,100585,0000008484,Sint Anneke Centrum,Spieken vergaderzaal 2,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",15,15,301
487746.920350052,6660210.39482404,100586,0000008484,Sint Anneke Centrum,Spieken vergaderzaal 3,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",15,15,302
487746.920350052,6660210.39482404,100587,0000008484,Sint Anneke Centrum,Spieken modulaire zaal,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",100,100,303
487746.920350052,6660210.39482404,100588,0000008484,Sint Anneke Centrum,Café,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",100,100,304
487746.920350052,6660210.39482404,100589,0000008484,Sint Anneke Centrum,Vergaderzaal,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",20,20,305
492046.146909946,6658778.56264724,100590,0000008456,Salons De Boeck,Feestzaal,"Feest, Hobby, Religiebeleving, Repetitie, Vergader",350,500,306
492378.105176973,6660232.22120813,100591,0000007916,De Winkelhaak,Lecture Hall,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",45,120,307
492378.105176973,6660232.22120813,100592,0000007916,De Winkelhaak,Wellness Room,"Feest, Repetitie, Vergader, Vergader1",20,20,308
492378.105176973,6660232.22120813,100593,0000007916,De Winkelhaak,Vintage Room,"Feest, Hobby, Repetitie, Vergader, Vergader1",12,12,309
497473.448509481,6658412.42456408,100594,0000008278,Concerto,Achterzaal,"Feest, Hobby, Religiebeleving, Vergader, Vergader1",60,90,310
497473.448509481,6658412.42456408,100595,0000008278,Concerto,Voorzaal,"Feest, Hobby, Religiebeleving, Vergader, Vergader1",60,100,311
488381.917607099,6663172.17618245,100596,0000008317,Plaasjkaffee,Zaaltje,"Feest, Religiebeleving, Repetitie, Vergader, Vergader1",88,88,312
496856.363956819,6656292.87469239,100597,0000011774,@The Park,Zaal Plataan,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",50,100,313
496856.363956819,6656292.87469239,100598,0000011774,@The Park,Chinese Toren,"Feest, Hobby, Religiebeleving",10,30,314
496856.363956819,6656292.87469239,100599,0000011774,@The Park,Zaal Magnolia,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",100,160,315
498987.790679456,6661894.9500662,100600,0000008328,Restaurant De Kaasboerin,Restaurant De Kaasboerin - Restaurant,Feest,100,160,316
498987.790679456,6661894.9500662,100601,0000008328,Restaurant De Kaasboerin,Restaurant De Kaasboerin - Polyvalente zaal,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",80,150,317
487148.059817119,6655102.79594594,100602,0000007970,Gemeenschapscentrum Den Tir,Ontmoetingsruimte,"Feest, Hobby, Repetitie, Vergader, Vergader1",99,149,318
483807.769382195,6650442.25176983,100603,0000000669,Schietgang,Polyvalente zaal,"Feest, Hobby, Repetitie, Vergader, Vergader1",,200,319
489672.233707389,6660133.56707631,100604,0000012420,De Groote Witte Arend,De Zoo,"Feest, Hobby, Repetitie, Vergader, Vergader1",24,24,320
489672.233707389,6660133.56707631,100605,0000012420,De Groote Witte Arend,De Koninck,"Feest, Hobby, Repetitie, Vergader, Vergader1",40,40,321
489672.233707389,6660133.56707631,100606,0000012420,De Groote Witte Arend,Dolo,"Feest, Hobby, Repetitie, Vergader, Vergader1",65,80,322
490435.195226912,6653895.96766199,100607,0000000353,Koetshuis Den Brandt,Koetskamer,"Feest, Hobby, Repetitie, Vergader, Vergader1",12,30,323
490435.195226912,6653895.96766199,100608,0000000353,Koetshuis Den Brandt,Kleine Zolder,"Feest, Hobby, Repetitie, Vergader, Vergader1",30,45,324
490435.195226912,6653895.96766199,100609,0000000353,Koetshuis Den Brandt,Grote Zolder,"Feest, Hobby, Repetitie, Vergader, Vergader1",50,100,325
488725.913833432,6663033.22601886,100610,0000008521,An's Hoeve,Restaurant,"Feest, Vergader, Vergader1",100,100,326
488725.913833432,6663033.22601886,100611,0000008521,An's Hoeve,Terras,"Feest, Repetitie, Vergader, Vergader1",250,250,327
488725.913833432,6663033.22601886,100612,0000008521,An's Hoeve,Kleine Zaal,"Feest, Hobby, Vergader, Vergader1",30,30,328
493874.998851903,6659378.08738212,100613,0000008180,BAR Venetië,Feestzaal gelijkvloers,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",220,400,329
493874.998851903,6659378.08738212,100614,0000008180,BAR Venetië,Café,"Feest, Hobby, Repetitie",45,75,330
485460.853366225,6652853.10535695,100615,0000023187,Kleine Heide,Cafetaria,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",90,320,331
493237.79171324,6657952.20814269,100616,0000007839,Zurenborger,Zaal 1 gelijkvloers,"Feest, Hobby, Vergader, Vergader1",100,200,332
493237.79171324,6657952.20814269,100617,0000007839,Zurenborger,"Zaal 2, eerste verdieping","Feest, Hobby, Repetitie, Vergader, Vergader1",50,80,333
490407.329435026,6659507.9267917,100618,0000000344,Stedelijk Onderwijs,Alle Infrastructuur,"Feest, Hobby, Repetitie, Sport, Vakantieactiviteit, Vergader, Vergader1",1000,1000,334
492196.332757213,6660377.54165975,100619,0000023197,deBuurt,Zaal,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",60,80,335
497553.545454973,6655878.76768798,100620,0000009966,Borgerhout - GW,Kantine,"Feest, Hobby, Repetitie, Vergader, Vergader1",50,70,336
490006.39225581,6660767.81914213,100621,0000012257,Fameus vzw,Zaal Zirkus,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",,150,337
492435.125527669,6671364.94469003,100622,EK_1001,Academie Ekeren,Kleine polyvalente ruimte foyer,"Feest, Hobby, Repetitie, Vakantieactiviteit, Vergader, Vergader1",,100,338
492435.125527669,6671364.94469003,100623,EK_1001,Academie Ekeren,Concertzaal,"Feest, Hobby, Repetitie, Vakantieactiviteit, Vergader, Vergader1",,,339
492435.125527669,6671364.94469003,100624,EK_1001,Academie Ekeren,Speelplaats,"Feest, Hobby, Repetitie, Vakantieactiviteit, Vergader, Vergader1",,100,340
499657.433329267,6659683.98474876,100625,0000000661,Master Schmidt Hoeve,Fuifzaal,"Feest, Repetitie",100,240,341
484601.974337742,6651597.21351373,100626,0000000099,Districtshuis Hoboken,Trouwzaal,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",80,,342
484601.974337742,6651597.21351373,100627,0000000099,Districtshuis Hoboken,Vergaderzaal Breughel,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",30,80,343
491778.886430048,6671156.8738169,100628,0000008187,'t Rood dak,Zaal,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",80,99,344
490498.247218744,6660371.49739312,100629,0000021392,De Meersenier,Cafetaria,"Feest, Repetitie, Sport, Vergader",90,90,345
490498.247218744,6660371.49739312,100630,0000021392,De Meersenier,Polyvalente zaal,"Feest, Hobby, Sport, Vergader, Vergader1",60,60,346
490451.600023034,6653723.45921125,100631,0000000352,Kasteel Den Brandt,Salon Jordaens,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",80,80,347
490451.600023034,6653723.45921125,100632,0000000352,Kasteel Den Brandt,Salons Rubens,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",110,160,348
492327.549434854,6662555.04493788,100633,0000025506,Ell Circo d'Ell Fuego,Trainingszaal,"Feest, Repetitie, Sport, Vakantieactiviteit, Vergader, Vergader1",49,49,349
492327.549434854,6662555.04493788,100634,0000025506,Ell Circo d'Ell Fuego,Bar,"Feest, Repetitie, Sport, Vakantieactiviteit, Vergader, Vergader1",49,49,350
492327.549434854,6662555.04493788,100635,0000025506,Ell Circo d'Ell Fuego,Danszaal,"Feest, Repetitie, Sport, Vakantieactiviteit, Vergader, Vergader1",30,30,351
484859.239925826,6653486.95316621,100636,0000008492,Schuttershof,Grote zaal,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",120,120,352
488168.864239468,6660020.42827407,100637,0000024788,Antwerps Badhuis,Zaaltje,"Feest, Religiebeleving, Vergader, Vergader1",25,25,353
491078.105620692,6662207.56976257,100638,0000024694,La Riva,Zaal,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",200,500,354
489631.663176043,6648250.93393412,100639,0000012829,Het Rekreatief,Bosrand,"Feest, Vergader, Vergader1",80,120,355
489631.663176043,6648250.93393412,100640,0000012829,Het Rekreatief,Boomgaard,"Feest, Repetitie, Vergader, Vergader1",60,70,356
489631.663176043,6648250.93393412,100641,0000012829,Het Rekreatief,Combinatie zalen,"Feest, Vergader, Vergader1",80,120,357
489631.663176043,6648250.93393412,100642,0000012829,Het Rekreatief,Zaal Margot,"Feest, Vergader, Vergader1",35,,358
489631.663176043,6648250.93393412,100643,0000012829,Het Rekreatief,Bovenzaal,"Feest, Vergader, Vergader1",35,,359
492722.214701722,6660752.25725783,100644,0000009973,Dostlar Ve Kadesler Yeri,Zaal,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",150,150,360
490404.883203671,6659378.09777224,100645,0000025786,De Serre,Zaal,"Feest, Hobby, Repetitie, Vergader, Vergader1",80,180,361
490404.883203671,6659378.09777224,100646,0000025786,De Serre,Auditorium,"Feest, Hobby, Repetitie, Vergader, Vergader1",,,362
493147.632114309,6661105.75442564,100647,0000008311,Centrum De Wijk,Ontmoetingsruimte,"Feest, Hobby, Repetitie, Vakantieactiviteit, Vergader, Vergader1",100,100,363
490282.081433136,6656818.27421464,100648,0000020412,Madosa vzw,Lokaal,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",150,250,364
490282.081433136,6656818.27421464,100649,0000020412,Madosa vzw,Feestzaal,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",150,250,365
490282.081433136,6656818.27421464,100650,0000020412,Madosa vzw,Grote keuken,"Feest, Hobby, Religiebeleving, Sport, Vergader1",,20,366
490282.081433136,6656818.27421464,100651,0000020412,Madosa vzw,Kleine keuken,"Feest, Hobby, Religiebeleving, Vergader",8,10,367
488804.788084714,6654121.08716407,100652,0000022630,Liberty,feestzaal,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",90,90,368
493027.741214707,6656845.00270885,100653,0000020394,Ca d'Oro,Cafetaria,"Feest, Hobby, Repetitie, Vergader",80,80,369
479628.260292476,6685802.17900546,100654,0000023688,Blidscap vzw,Luifel en Zaal,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vakantieactiviteit, Vergader, Vergader1",90,90,370
479628.260292476,6685802.17900546,100655,0000023688,Blidscap vzw,Bar,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vakantieactiviteit, Vergader, Vergader1",20,20,371
479628.260292476,6685802.17900546,100656,0000023688,Blidscap vzw,Bloemschikkerslokaal,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vakantieactiviteit, Vergader, Vergader1",20,20,372
479628.260292476,6685802.17900546,100657,0000023688,Blidscap vzw,Beeldhouwerslokaal,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vakantieactiviteit, Vergader, Vergader1",6,6,373
488772.316809025,6663025.47674188,100658,0000008520,De Zeester,Restaurant,"Feest, Vergader",200,200,374
