X,Y,OBJECTID,Straatnaam,Huisnummer,District,Postcode,Type,Start_Date,End_Date,GISID,Exploitant,AC_DC,Publiek,Autodelen,Taxi,Onst_Offst,NAAM,Opmerking
496247.843026116,6656508.06509242,209697,Van Notenstraat,89,Deurne,2100,Type2,2022-03-14,,EVChargingStation:BE*TCB*E100004*2,Total Belgium,AC,,,,straatparkeren,Van Notenstraat 89,
495525.19519841,6657850.66164798,209698,Berchemlei,15,Deurne,2140,Type2,2022-03-14,,EVChargingStation:BE*TCB*E100003*2,Total Belgium,AC,,,,straatparkeren,Berchemlei 15,
492441.444030583,6670614.63339957,209699,Veltwijcklaan,31,Ekeren,2180,Type2,2022-03-14,,EVChargingStation:BE*TCB*E100000*1,Total Belgium,AC,,,,straatparkeren,Veltwijcklaan 31,
496247.843026116,6656508.06509242,209700,Van Notenstraat,89,Deurne,2100,Type2,2022-03-14,,EVChargingStation:BE*TCB*E100004*1,Total Belgium,AC,,,,straatparkeren,Van Notenstraat 89,
494567.189108626,6670816.25387188,209701,Paardebloemlaan,6,Ekeren,2180,Type2,2022-03-14,,EVChargingStation:BE*TCB*E100002*1,Total Belgium,AC,,,,straatparkeren,Paardebloemlaan 6,
495525.19519841,6657850.66164798,209702,Berchemlei,15,Deurne,2140,Type2,2022-03-14,,EVChargingStation:BE*TCB*E100003*1,Total Belgium,AC,,,,straatparkeren,Berchemlei 15,
492441.444030583,6670614.63339957,209703,Veltwijcklaan,31,Ekeren,2180,Type2,2022-03-14,,EVChargingStation:BE*TCB*E100000*2,Total Belgium,AC,,,,straatparkeren,Veltwijcklaan 31,
494567.189108626,6670816.25387188,209704,Paardebloemlaan,6,Ekeren,2180,Type2,2022-03-14,,EVChargingStation:BE*TCB*E100002*2,Total Belgium,AC,,,,straatparkeren,Paardebloemlaan 6,
493369.621098773,6665734.47321727,209705,Jozef Buerbaumstraat,73,Merksem,2170,Type2,2022-04-06,,EVChargingStation:BE*TCB*E100009*2,Total Belgium,AC,,,,straatparkeren,Jozef Buerbaumstraat 73,
493369.621098773,6665734.47321727,209706,Jozef Buerbaumstraat,73,Merksem,2170,Type2,2022-04-06,,EVChargingStation:BE*TCB*E100009*1,Total Belgium,AC,,,,straatparkeren,Jozef Buerbaumstraat 73,
492235.485832467,6661742.79411247,209707,Dambruggestraat,308,Antwerpen,2060,Type2,2022-04-12,,EVChargingStation:BE*TCB*E100023*2,Total Belgium,AC,,,,straatparkeren,Dambruggestraat 308,
486993.443672409,6652666.51774617,209708,Ridderveld,13,Wilrijk,2610,Type2,2022-04-12,,EVChargingStation:BE*TCB*E100013*1,Total Belgium,AC,,,,straatparkeren,Ridderveld 13,
487448.671842351,6662473.15799717,209709,August Vermeylenlaan,7,Antwerpen,2050,Type2,2022-04-12,,EVChargingStation:BE*TCB*E100011*1,Total Belgium,AC,,,,straatparkeren,August Vermeylenlaan 7,
492235.485832467,6661742.79411247,209710,Dambruggestraat,308,Antwerpen,2060,Type2,2022-04-12,,EVChargingStation:BE*TCB*E100023*1,Total Belgium,AC,,,,straatparkeren,Dambruggestraat 308,
490974.326963002,6657582.9397379,209711,Mechelsesteenweg,178,Antwerpen,2018,Type2,2022-04-12,,EVChargingStation:BE*TCB*E100012*2,Total Belgium,AC,,,,straatparkeren,Mechelsesteenweg 178,
488160.43780445,6661090.47510318,209712,Gloriantlaan,66,Antwerpen,2050,Type2,2022-04-12,,EVChargingStation:BE*TCB*E100010*1,Total Belgium,AC,,,,straatparkeren,Gloriantlaan 66,
489823.735981903,6652360.35425097,209713,Goudenregenlaan,8,Wilrijk,2610,Type2,2022-04-12,,EVChargingStation:BE*TCB*E100014*1,Total Belgium,AC,,,,straatparkeren,Goudenregenlaan 8,
489823.735981903,6652360.35425097,209714,Goudenregenlaan,8,Wilrijk,2610,Type2,2022-04-12,,EVChargingStation:BE*TCB*E100014*2,Total Belgium,AC,,,,straatparkeren,Goudenregenlaan 8,
488160.43780445,6661090.47510318,209715,Gloriantlaan,66,Antwerpen,2050,Type2,2022-04-12,,EVChargingStation:BE*TCB*E100010*2,Total Belgium,AC,,,,straatparkeren,Gloriantlaan 66,
486993.443672409,6652666.51774617,209716,Ridderveld,13,Wilrijk,2610,Type2,2022-04-12,,EVChargingStation:BE*TCB*E100013*2,Total Belgium,AC,,,,straatparkeren,Ridderveld 13,
487448.671842351,6662473.15799717,209717,August Vermeylenlaan,7,Antwerpen,2050,Type2,2022-04-12,,EVChargingStation:BE*TCB*E100011*2,Total Belgium,AC,,,,straatparkeren,August Vermeylenlaan 7,
490974.326963002,6657582.9397379,209718,Mechelsesteenweg,178,Antwerpen,2018,Type2,2022-04-12,,EVChargingStation:BE*TCB*E100012*1,Total Belgium,AC,,,,straatparkeren,Mechelsesteenweg 178,
492636.936856494,6654401.42678415,209719,Strijdhoflaan,3,Berchem,2600,Type2,2022-04-21,,EVChargingStation:BE*TCB*E100005*1,Total Belgium,AC,,,,straatparkeren,Strijdhoflaan 3,
492636.936856494,6654401.42678415,209720,Strijdhoflaan,3,Berchem,2600,Type2,2022-04-21,,EVChargingStation:BE*TCB*E100005*2,Total Belgium,AC,,,,straatparkeren,Strijdhoflaan 3,
491346.691343404,6655831.0914046,209721,Terlinckstraat,68,Berchem,2600,Type2,2022-04-21,,EVChargingStation:BE*TCB*E100015*1,Total Belgium,AC,,,,straatparkeren,Terlinckstraat 68,
491346.691343404,6655831.0914046,209722,Terlinckstraat,68,Berchem,2600,Type2,2022-04-21,,EVChargingStation:BE*TCB*E100015*2,Total Belgium,AC,,,,straatparkeren,Terlinckstraat 68,
493709.659129855,6664222.3571826,209723,Gagelveldenstraat,18,Merksem,2170,Type2,2022-04-29,,EVChargingStation:BE*TCB*E100017*1,Total Belgium,AC,,,,straatparkeren,Gagelveldenstraat 18,
495339.518133838,6661610.56166027,209724,Van Nevelestraat,11,Deurne,2100,Type2,2022-04-29,,EVChargingStation:BE*TCB*E100025*2,Total Belgium,AC,,,,straatparkeren,Van Nevelestraat 11,
493709.659129855,6664222.3571826,209725,Gagelveldenstraat,18,Merksem,2170,Type2,2022-04-29,,EVChargingStation:BE*TCB*E100017*2,Total Belgium,AC,,,,straatparkeren,Gagelveldenstraat 18,
495339.518133838,6661610.56166027,209726,Van Nevelestraat,11,Deurne,2100,Type2,2022-04-29,,EVChargingStation:BE*TCB*E100025*1,Total Belgium,AC,,,,straatparkeren,Van Nevelestraat 11,
495992.204084265,6657734.08206977,209727,Thibautstraat,58,Deurne,2100,Type2,2022-04-29,,EVChargingStation:BE*TCB*E100026*1,Total Belgium,AC,,,,straatparkeren,Thibautstraat 58,
495992.204084265,6657734.08206977,209728,Thibautstraat,58,Deurne,2100,Type2,2022-04-29,,EVChargingStation:BE*TCB*E100026*2,Total Belgium,AC,,,,straatparkeren,Thibautstraat 58,
492421.48417707,6666749.49153947,209729,Glasgowstraat,35,Antwerpen,2030,Type2,2022-05-05,,EVChargingStation:BE*TCB*E100036*2,Total Belgium,AC,,,,straatparkeren,Glasgowstraat 35,
492421.48417707,6666749.49153947,209730,Glasgowstraat,35,Antwerpen,2030,Type2,2022-05-05,,EVChargingStation:BE*TCB*E100036*1,Total Belgium,AC,,,,straatparkeren,Glasgowstraat 35,
491712.85103495,6671417.07475422,209731,Kloosterstraat,84,Ekeren,2180,Type2,2022-05-12,,EVChargingStation:BE*TCB*E100001*1,Total Belgium,AC,,,,straatparkeren,Kloosterstraat 84,
491712.85103495,6671417.07475422,209732,Kloosterstraat,84,Ekeren,2180,Type2,2022-05-12,,EVChargingStation:BE*TCB*E100001*2,Total Belgium,AC,,,,straatparkeren,Kloosterstraat 84,
493584.967386868,6652392.18795317,209733,Damhertenlaan,26,Wilrijk,2610,Type2,2022-05-31,,EVChargingStation:BE*TCB*E100006*2,Total Belgium,AC,,,,straatparkeren,Damhertenlaan 26,
493584.967386868,6652392.18795317,209734,Damhertenlaan,26,Wilrijk,2610,Type2,2022-05-31,,EVChargingStation:BE*TCB*E100006*1,Total Belgium,AC,,,,straatparkeren,Damhertenlaan 26,
496789.751381151,6662472.47677315,209735,Gijsbrecht van Deurnelaan,30,Antwerpen,2100,Type2,2022-06-03,,EVChargingStation:BE*TCB*E100022*2,Total Belgium,AC,,,,straatparkeren,Gijsbrecht van Deurnelaan 30,
490542.776475181,6657778.13993885,209736,Isabella Brantstraat,10,Antwerpen,2018,Type2,2022-06-03,,EVChargingStation:BE*TCB*E100038*1,Total Belgium,AC,,,,straatparkeren,Isabella Brantstraat 10,
492628.071999742,6653392.00388019,209737,,,Antwerpen,2600,Type2,2022-06-03,,EVChargingStation:BE*TCB*E100020*1,Total Belgium,AC,,,,straatparkeren, ,
483353.131223844,6652467.37676132,209738,Lenaart de landrelaan,40,Hoboken,2660,Type2,2022-06-03,,EVChargingStation:BE*TCB*E100057*1,Total Belgium,AC,,,,straatparkeren,Lenaart de landrelaan 40,
493088.659798317,6659026.03879165,209739,Kroonstraat,116,Antwerpen,2140,Type2,2022-06-03,,EVChargingStation:BE*TCB*E100039*1,Total Belgium,AC,,,,straatparkeren,Kroonstraat 116,
483353.131223844,6652467.37676132,209740,Lenaart de landrelaan,40,Hoboken,2660,Type2,2022-06-03,,EVChargingStation:BE*TCB*E100057*2,Total Belgium,AC,,,,straatparkeren,Lenaart de landrelaan 40,
490542.776475181,6657778.13993885,209741,Isabella Brantstraat,10,Antwerpen,2018,Type2,2022-06-03,,EVChargingStation:BE*TCB*E100038*2,Total Belgium,AC,,,,straatparkeren,Isabella Brantstraat 10,
493224.282107108,6657806.60607391,209742,Grotehondstraat,73,Antwerpen,2018,Type2,2022-06-03,,EVChargingStation:BE*TCB*E100041*2,Total Belgium,AC,,,,straatparkeren,Grotehondstraat 73,
492628.071999742,6653392.00388019,209743,,,Antwerpen,2600,Type2,2022-06-03,,EVChargingStation:BE*TCB*E100020*2,Total Belgium,AC,,,,straatparkeren, ,
495383.308679285,6656852.33453847,209744,Karel de Preterlei,212,Antwerpen,2140,Type2,2022-06-03,,EVChargingStation:BE*TCB*E100024*2,Total Belgium,AC,,,,straatparkeren,Karel de Preterlei 212,
495383.308679285,6656852.33453847,209745,Karel de Preterlei,212,Antwerpen,2140,Type2,2022-06-03,,EVChargingStation:BE*TCB*E100024*1,Total Belgium,AC,,,,straatparkeren,Karel de Preterlei 212,
496006.219008871,6662300.90034641,209746,Van Dornestraat,3,Deurne,2100,Type2,2022-06-03,,EVChargingStation:BE*TCB*E100035*2,Total Belgium,AC,,,,straatparkeren,Van Dornestraat 3,
493088.659798317,6659026.03879165,209747,Kroonstraat,116,Antwerpen,2140,Type2,2022-06-03,,EVChargingStation:BE*TCB*E100039*2,Total Belgium,AC,,,,straatparkeren,Kroonstraat 116,
496789.751381151,6662472.47677315,209748,Gijsbrecht van Deurnelaan,30,Antwerpen,2100,Type2,2022-06-03,,EVChargingStation:BE*TCB*E100022*1,Total Belgium,AC,,,,straatparkeren,Gijsbrecht van Deurnelaan 30,
496006.219008871,6662300.90034641,209749,Van Dornestraat,3,Deurne,2100,Type2,2022-06-03,,EVChargingStation:BE*TCB*E100035*1,Total Belgium,AC,,,,straatparkeren,Van Dornestraat 3,
492896.823860321,6657907.59745908,209750,Arendstraat,26,Antwerpen,2018,Type2,2022-06-03,,EVChargingStation:BE*TCB*E100042*1,Total Belgium,AC,,,,straatparkeren,Arendstraat 26,
492896.823860321,6657907.59745908,209751,Arendstraat,26,Antwerpen,2018,Type2,2022-06-03,,EVChargingStation:BE*TCB*E100042*2,Total Belgium,AC,,,,straatparkeren,Arendstraat 26,
493224.282107108,6657806.60607391,209752,Grotehondstraat,73,Antwerpen,2018,Type2,2022-06-03,,EVChargingStation:BE*TCB*E100041*1,Total Belgium,AC,,,,straatparkeren,Grotehondstraat 73,
487580.681916697,6653799.14701101,209753,Julius de Geyterstraat,158,Hoboken,2610,Type2,2022-06-07,,EVChargingStation:BE*TCB*E100008*1,Total Belgium,AC,,,,straatparkeren,Julius de Geyterstraat 158,
487580.681916697,6653799.14701101,209754,Julius de Geyterstraat,158,Hoboken,2610,Type2,2022-06-07,,EVChargingStation:BE*TCB*E100008*2,Total Belgium,AC,,,,straatparkeren,Julius de Geyterstraat 158,
490510.716135032,6660332.4373714,209755,Borzestraat,26,Antwerpen,2000,Type2,2022-06-22,,EVChargingStation:BE*TCB*E100031*1,Total Belgium,AC,,,,straatparkeren,Borzestraat 26,
489840.458274109,6657652.7507409,209756,Solvynsstraat,80,Antwerpen,2018,Type2,2022-06-22,,EVChargingStation:BE*TCB*E100028*2,Total Belgium,AC,,,,straatparkeren,Solvynsstraat 80,
489840.458274109,6657652.7507409,209757,Solvynsstraat,80,Antwerpen,2018,Type2,2022-06-22,,EVChargingStation:BE*TCB*E100028*1,Total Belgium,AC,,,,straatparkeren,Solvynsstraat 80,
492432.946682076,6657501.60722133,209758,Van Diepenbeeckstraat,97,Antwerpen,2018,Type2,2022-06-22,,EVChargingStation:BE*TCB*E100053*2,Total Belgium,AC,,,,straatparkeren,Van Diepenbeeckstraat 97,
493329.489952341,6660230.05951537,209759,Lovelingstraat,54,Antwerpen,2060,Type2,2022-06-22,,EVChargingStation:BE*TCB*E100032*2,Total Belgium,AC,,,,straatparkeren,Lovelingstraat 54,
488335.445734648,6658430.19717411,209760,De Gerlachekaai,13-14,Antwerpen,2000,Type2,2022-06-22,,EVChargingStation:BE*TCB*E100048*1,Total Belgium,AC,,,,straatparkeren,De Gerlachekaai 13-14,
492432.946682076,6657501.60722133,209761,Van Diepenbeeckstraat,97,Antwerpen,2018,Type2,2022-06-22,,EVChargingStation:BE*TCB*E100053*1,Total Belgium,AC,,,,straatparkeren,Van Diepenbeeckstraat 97,
495893.526763773,6660232.09265089,209762,Cogelsplein,14,Deurne,2100,Type2,2022-06-22,,EVChargingStation:BE*TCB*E100062*1,Total Belgium,AC,,,,straatparkeren,Cogelsplein 14,
488335.445734648,6658430.19717411,209763,De Gerlachekaai,13-14,Antwerpen,2000,Type2,2022-06-22,,EVChargingStation:BE*TCB*E100048*2,Total Belgium,AC,,,,straatparkeren,De Gerlachekaai 13-14,
488655.525443783,6657422.98814314,209764,Jan van Beersstraat,52,Antwerpen,2018,Type2,2022-06-22,,EVChargingStation:BE*TCB*E100049*2,Total Belgium,AC,,,,straatparkeren,Jan van Beersstraat 52,
495500.198056303,6670605.80734806,209765,Pastoor Goetschalckxstraat,57,Ekeren,2180,Type2,2022-06-22,,EVChargingStation:BE*TCB*E100043*1,Total Belgium,AC,,,,straatparkeren,Pastoor Goetschalckxstraat 57,
486017.122654132,6660232.77392374,209766,Hubert lampolaan,14,Antwerpen,2050,Type2,2022-06-22,,EVChargingStation:BE*TCB*E100046*1,Total Belgium,AC,,,,straatparkeren,Hubert lampolaan 14,
493837.477999997,6661824.16776497,209767,Ceulemansstraat,32,Antwerpen,2060,Type2,2022-06-22,,EVChargingStation:BE*TCB*E100058*2,Total Belgium,AC,,,,straatparkeren,Ceulemansstraat 32,
491147.535573702,6671401.4599355,209768,Kattenberg,162,Ekeren,2180,Type2,2022-06-22,,EVChargingStation:BE*TCB*E100056*2,Total Belgium,AC,,,,straatparkeren,Kattenberg 162,
490510.716135032,6660332.4373714,209769,Borzestraat,26,Antwerpen,2000,Type2,2022-06-22,,EVChargingStation:BE*TCB*E100031*2,Total Belgium,AC,,,,straatparkeren,Borzestraat 26,
488655.525443783,6657422.98814314,209770,Jan van Beersstraat,52,Antwerpen,2018,Type2,2022-06-22,,EVChargingStation:BE*TCB*E100049*1,Total Belgium,AC,,,,straatparkeren,Jan van Beersstraat 52,
488942.003973556,6654683.95310649,209771,Alfred Coolsstraat,29,Antwerpen,2020,Type2,2022-06-22,,EVChargingStation:BE*TCB*E100045*1,Total Belgium,AC,,,,straatparkeren,Alfred Coolsstraat 29,
493837.477999997,6661824.16776497,209772,Ceulemansstraat,32,Antwerpen,2060,Type2,2022-06-22,,EVChargingStation:BE*TCB*E100058*1,Total Belgium,AC,,,,straatparkeren,Ceulemansstraat 32,
493329.489952341,6660230.05951537,209773,Lovelingstraat,54,Antwerpen,2060,Type2,2022-06-22,,EVChargingStation:BE*TCB*E100032*1,Total Belgium,AC,,,,straatparkeren,Lovelingstraat 54,
495500.198056303,6670605.80734806,209774,Pastoor Goetschalckxstraat,57,Ekeren,2180,Type2,2022-06-22,,EVChargingStation:BE*TCB*E100043*2,Total Belgium,AC,,,,straatparkeren,Pastoor Goetschalckxstraat 57,
488942.003973556,6654683.95310649,209775,Alfred Coolsstraat,29,Antwerpen,2020,Type2,2022-06-22,,EVChargingStation:BE*TCB*E100045*2,Total Belgium,AC,,,,straatparkeren,Alfred Coolsstraat 29,
491147.535573702,6671401.4599355,209776,Kattenberg,162,Ekeren,2180,Type2,2022-06-22,,EVChargingStation:BE*TCB*E100056*1,Total Belgium,AC,,,,straatparkeren,Kattenberg 162,
490118.922010833,6656118.40970183,209777,Van Putlei,34,Antwerpen,2018,Type2,2022-06-22,,EVChargingStation:BE*TCB*E100054*1,Total Belgium,AC,,,,straatparkeren,Van Putlei 34,
490118.922010833,6656118.40970183,209778,Van Putlei,34,Antwerpen,2018,Type2,2022-06-22,,EVChargingStation:BE*TCB*E100054*2,Total Belgium,AC,,,,straatparkeren,Van Putlei 34,
486017.122654132,6660232.77392374,209779,Hubert lampolaan,14,Antwerpen,2050,Type2,2022-06-22,,EVChargingStation:BE*TCB*E100046*2,Total Belgium,AC,,,,straatparkeren,Hubert lampolaan 14,
495893.526763773,6660232.09265089,209780,Cogelsplein,14,Deurne,2100,Type2,2022-06-22,,EVChargingStation:BE*TCB*E100062*2,Total Belgium,AC,,,,straatparkeren,Cogelsplein 14,
492398.657324,6660790.77621868,209781,Sint-Elisabethstraat,37,Antwerpen,2060,Type2,2022-06-22,,EVChargingStation:BE*TCB*E100047*1,Total Belgium,AC,,,,straatparkeren,Sint-Elisabethstraat 37,
492398.657324,6660790.77621868,209782,Sint-Elisabethstraat,37,Antwerpen,2060,Type2,2022-06-22,,EVChargingStation:BE*TCB*E100047*2,Total Belgium,AC,,,,straatparkeren,Sint-Elisabethstraat 37,
498940.019965994,6662414.15320626,209783,Eugeen Fahylaan,38,Deurne,2100,Type2,2022-08-17,,EVChargingStation:BE*TCB*E100078*2,Total Belgium,AC,,,,straatparkeren,Eugeen Fahylaan 38,
494560.602386427,6656962.12454803,209784,Marsstraat,64,Berchem,2600,Type2,2022-08-17,,EVChargingStation:BE*TCB*E100092*1,Total Belgium,AC,,,,straatparkeren,Marsstraat 64,
494560.602386427,6656962.12454803,209785,Marsstraat,64,Berchem,2600,Type2,2022-08-17,,EVChargingStation:BE*TCB*E100092*2,Total Belgium,AC,,,,straatparkeren,Marsstraat 64,
494560.602386427,6656962.12454803,209786,Marsstraat,64,Berchem,2600,Type2,2022-08-17,,EVChargingStation:BE*TCB*E100093*2,Total Belgium,AC,,,,straatparkeren,Marsstraat 64,
494560.602386427,6656962.12454803,209787,Marsstraat,64,Berchem,2600,Type2,2022-08-17,,EVChargingStation:BE*TCB*E100093*1,Total Belgium,AC,,,,straatparkeren,Marsstraat 64,
498940.019965994,6662414.15320626,209788,Eugeen Fahylaan,38,Deurne,2100,Type2,2022-08-17,,EVChargingStation:BE*TCB*E100078*1,Total Belgium,AC,,,,straatparkeren,Eugeen Fahylaan 38,
492956.168852823,6658390.2031125,209789,Magdalenastraat,51,Antwerpen,2018,Type2,2022-08-25,,EVChargingStation:BE*TCB*E100087*1,Total Belgium,AC,,,,straatparkeren,Magdalenastraat 51,
487070.624456102,6654832.3342974,209790,Alfons De Cockstraat,19,Antwerpen,2020,Type2,2022-08-25,,EVChargingStation:BE*TCB*E100070*1,Total Belgium,AC,,,,straatparkeren,Alfons De Cockstraat 19,
490519.473690174,6657612.76193173,209791,Verdussenstraat,42,Antwerpen,2018,Type2,2022-08-25,,EVChargingStation:BE*TCB*E100040*1,Total Belgium,AC,,,,straatparkeren,Verdussenstraat 42,
487070.624456102,6654832.3342974,209792,Alfons De Cockstraat,19,Antwerpen,2020,Type2,2022-08-25,,EVChargingStation:BE*TCB*E100070*2,Total Belgium,AC,,,,straatparkeren,Alfons De Cockstraat 19,
492956.168852823,6658390.2031125,209793,Magdalenastraat,51,Antwerpen,2018,Type2,2022-08-25,,EVChargingStation:BE*TCB*E100087*2,Total Belgium,AC,,,,straatparkeren,Magdalenastraat 51,
492774.206936618,6660276.16296383,209794,Bisschopstraat,72,Antwerpen,2060,Type2,2022-08-25,,EVChargingStation:BE*TCB*E100086*1,Total Belgium,AC,,,,straatparkeren,Bisschopstraat 72,
490519.473690174,6657612.76193173,209795,Verdussenstraat,42,Antwerpen,2018,Type2,2022-08-25,,EVChargingStation:BE*TCB*E100040*2,Total Belgium,AC,,,,straatparkeren,Verdussenstraat 42,
492774.206936618,6660276.16296383,209796,Bisschopstraat,72,Antwerpen,2060,Type2,2022-08-25,,EVChargingStation:BE*TCB*E100086*2,Total Belgium,AC,,,,straatparkeren,Bisschopstraat 72,
484057.731985369,6653248.39451634,209797,Halmaelshof,21,Antwerpen,2660,Type2,2022-09-05,,EVChargingStation:BE*TCB*E100021*2,Total Belgium,AC,,,,straatparkeren,Halmaelshof 21,
493508.375374102,6665153.06580194,209798,Laarsebaan,36,Merksem,2170,Type2,2022-09-05,,EVChargingStation:BE*TCB*E100077*1,Total Belgium,AC,,,,straatparkeren,Laarsebaan 36,
493508.375374102,6665153.06580194,209799,Laarsebaan,36,Merksem,2170,Type2,2022-09-05,,EVChargingStation:BE*TCB*E100077*2,Total Belgium,AC,,,,straatparkeren,Laarsebaan 36,
495040.77775807,6663940.18032038,209800,Van Stralenlei,82,Merksem,2170,Type2,2022-09-05,,EVChargingStation:BE*TCB*E100083*2,Total Belgium,AC,,,,straatparkeren,Van Stralenlei 82,
484057.731985369,6653248.39451634,209801,Halmaelshof,21,Antwerpen,2660,Type2,2022-09-05,,EVChargingStation:BE*TCB*E100021*1,Total Belgium,AC,,,,straatparkeren,Halmaelshof 21,
494932.917851956,6667388.01236076,209802,Lindeboomplein,34,Merksem,2170,Type2,2022-09-05,,EVChargingStation:BE*TCB*E100095*2,Total Belgium,AC,,,,straatparkeren,Lindeboomplein 34,
494932.917851956,6667388.01236076,209803,Lindeboomplein,34,Merksem,2170,Type2,2022-09-05,,EVChargingStation:BE*TCB*E100095*1,Total Belgium,AC,,,,straatparkeren,Lindeboomplein 34,
495040.77775807,6663940.18032038,209804,Van Stralenlei,82,Merksem,2170,Type2,2022-09-05,,EVChargingStation:BE*TCB*E100083*1,Total Belgium,AC,,,,straatparkeren,Van Stralenlei 82,
488260.546924208,6654453.59647805,209805,Berendrechtstraat,51,Antwerpen,2020,Type2,2022-09-12,,EVChargingStation:BE*TCB*E100068*1,Total Belgium,AC,,,,straatparkeren,Berendrechtstraat 51,
488260.546924208,6654453.59647805,209806,Berendrechtstraat,51,Antwerpen,2020,Type2,2022-09-12,,EVChargingStation:BE*TCB*E100068*2,Total Belgium,AC,,,,straatparkeren,Berendrechtstraat 51,
490226.571581855,6658216.67962314,209807,Justitiestraat,77,Antwerpen,2018,Type2,2022-09-12,,EVChargingStation:BE*TCB*E100044*2,Total Belgium,AC,,,,straatparkeren,Justitiestraat 77,
490226.571581855,6658216.67962314,209808,Justitiestraat,77,Antwerpen,2018,Type2,2022-09-12,,EVChargingStation:BE*TCB*E100044*1,Total Belgium,AC,,,,straatparkeren,Justitiestraat 77,
494386.28579084,6663748.90304086,209809,Beukenhofstraat,6,Merksem,2170,Type2,2022-09-30,,EVChargingStation:BE*TCB*E100052*2,Total Belgium,AC,,,,straatparkeren,Beukenhofstraat 6,
491201.728865581,6663074.72046532,209810,Madrasstraat,58,Antwerpen,2000,Type2,2022-09-30,,EVChargingStation:BE*TCB*E100069*1,Total Belgium,AC,,,,straatparkeren,Madrasstraat 58,
490960.689625593,6671043.00010294,209811,Ekerseveldslagstraat,2,Ekeren,2180,Type2,2022-09-30,,EVChargingStation:BE*TCB*E100051*1,Total Belgium,AC,,,,straatparkeren,Ekerseveldslagstraat 2,
490960.689625593,6671043.00010294,209812,Ekerseveldslagstraat,2,Ekeren,2180,Type2,2022-09-30,,EVChargingStation:BE*TCB*E100051*2,Total Belgium,AC,,,,straatparkeren,Ekerseveldslagstraat 2,
494386.28579084,6663748.90304086,209813,Beukenhofstraat,6,Merksem,2170,Type2,2022-09-30,,EVChargingStation:BE*TCB*E100052*1,Total Belgium,AC,,,,straatparkeren,Beukenhofstraat 6,
491201.728865581,6663074.72046532,209814,Madrasstraat,58,Antwerpen,2000,Type2,2022-09-30,,EVChargingStation:BE*TCB*E100069*2,Total Belgium,AC,,,,straatparkeren,Madrasstraat 58,
491346.691343404,6655831.0914046,209815,Terlinckstraat,68,Berchem,2600,Type2,2022-10-12,,EVChargingStation:BE*TCB*E100059*1,Total Belgium,AC,,,,straatparkeren,Terlinckstraat 68,
491346.691343404,6655831.0914046,209816,Terlinckstraat,68,Berchem,2600,Type2,2022-10-12,,EVChargingStation:BE*TCB*E100059*2,Total Belgium,AC,,,,straatparkeren,Terlinckstraat 68,
488604.778947736,6655131.81296484,209817,Tentoonstellingslaan,76,Antwerpen,2020,Type2,2022-10-12,,EVChargingStation:BE*TCB*E100063*1,Total Belgium,AC,,,,straatparkeren,Tentoonstellingslaan 76,
488604.778947736,6655131.81296484,209818,Tentoonstellingslaan,76,Antwerpen,2020,Type2,2022-10-12,,EVChargingStation:BE*TCB*E100063*2,Total Belgium,AC,,,,straatparkeren,Tentoonstellingslaan 76,
489353.808610939,6655183.98555824,209819,Beschavingstraat,17,Antwerpen,2020,Type2,2022-10-12,,EVChargingStation:BE*TCB*E100065*1,Total Belgium,AC,,,,straatparkeren,Beschavingstraat 17,
489353.808610939,6655183.98555824,209820,Beschavingstraat,17,Antwerpen,2020,Type2,2022-10-12,,EVChargingStation:BE*TCB*E100065*2,Total Belgium,AC,,,,straatparkeren,Beschavingstraat 17,
490314.899099108,6659221.95232061,209821,Vleminckveld,66,Antwerpen,2000,Type2,2022-10-17,,EVChargingStation:BE*TCB*E100088*1,Total Belgium,AC,,,,straatparkeren,Vleminckveld 66,
490314.899099108,6659221.95232061,209822,Vleminckveld,66,Antwerpen,2000,Type2,2022-10-17,,EVChargingStation:BE*TCB*E100088*2,Total Belgium,AC,,,,straatparkeren,Vleminckveld 66,
489950.601762614,6657174.93255681,209823,Ballaarstraat,105,Antwerpen,2018,Type2,2022-10-17,,EVChargingStation:BE*TCB*E100064*1,Total Belgium,AC,,,,straatparkeren,Ballaarstraat 105,
489950.601762614,6657174.93255681,209824,Ballaarstraat,105,Antwerpen,2018,Type2,2022-10-17,,EVChargingStation:BE*TCB*E100064*2,Total Belgium,AC,,,,straatparkeren,Ballaarstraat 105,
494102.669103823,6653135.26406762,209825,Karmelietenstraat,81,Berchem,2600,Type2,2022-10-17,,EVChargingStation:BE*TCB*E100027*1,Total Belgium,AC,,,,straatparkeren,Karmelietenstraat 81,
494102.669103823,6653135.26406762,209826,Karmelietenstraat,81,Berchem,2600,Type2,2022-10-17,,EVChargingStation:BE*TCB*E100027*2,Total Belgium,AC,,,,straatparkeren,Karmelietenstraat 81,
486701.550621843,6654759.15999695,209827,Maurits Sabbelaan,5,Antwerpen,2020,Type2,2022-10-17,,EVChargingStation:BE*TCB*E100061*1,Total Belgium,AC,,,,straatparkeren,Maurits Sabbelaan 5,
486701.550621843,6654759.15999695,209828,Maurits Sabbelaan,5,Antwerpen,2020,Type2,2022-10-17,,EVChargingStation:BE*TCB*E100061*2,Total Belgium,AC,,,,straatparkeren,Maurits Sabbelaan 5,
