X,Y,OBJECTID,Straatnaam,Huisnummer,District,Postcode,Type,Start_Date,End_Date,GISID,Exploitant,AC_DC,Publiek,Autodelen,Taxi,Onst_Offst,NAAM,Opmerking
491558.253844559,6659930.08833691,211143,Frankrijklei,,Antwerpen,2000,,,,OPLAADPT_9172,,AC,,,,parking,Frankrijklei ,Parking Opera
491558.253844559,6659930.08833691,211144,Frankrijklei,,Antwerpen,2000,,,,OPLAADPT_9173,,AC,,,,parking,Frankrijklei ,Parking Opera
491558.253844559,6659930.08833691,211145,Frankrijklei,,Antwerpen,2000,,,,OPLAADPT_9174,,AC,,,,parking,Frankrijklei ,Parking Opera
488837.318156753,6658766.96335251,211146,"Waalsekaai, zone Kooldok",,Antwerpen,2000,,,,OPLAADPT_9053,,AC,,,,parking,"Waalsekaai, zone Kooldok ",Parking Kooldok
488837.318156753,6658766.96335251,211147,"Waalsekaai, zone Kooldok",,Antwerpen,2000,,,,OPLAADPT_9054,,AC,,,,parking,"Waalsekaai, zone Kooldok ",Parking Kooldok
488837.318156753,6658766.96335251,211148,"Waalsekaai, zone Kooldok",,Antwerpen,2000,,,,OPLAADPT_9055,,AC,,,,parking,"Waalsekaai, zone Kooldok ",Parking Kooldok
488837.318156753,6658766.96335251,211149,"Waalsekaai, zone Kooldok",,Antwerpen,2000,,,,OPLAADPT_9056,,AC,,,,parking,"Waalsekaai, zone Kooldok ",Parking Kooldok
488837.318156753,6658766.96335251,211150,"Waalsekaai, zone Kooldok",,Antwerpen,2000,,,,OPLAADPT_9057,,AC,,,,parking,"Waalsekaai, zone Kooldok ",Parking Kooldok
488837.318156753,6658766.96335251,211151,"Waalsekaai, zone Kooldok",,Antwerpen,2000,,,,OPLAADPT_9058,,AC,,,,parking,"Waalsekaai, zone Kooldok ",Parking Kooldok
488837.318156753,6658766.96335251,211152,"Waalsekaai, zone Kooldok",,Antwerpen,2000,,,,OPLAADPT_9059,,AC,,,,parking,"Waalsekaai, zone Kooldok ",Parking Kooldok
488837.318156753,6658766.96335251,211153,"Waalsekaai, zone Kooldok",,Antwerpen,2000,,,,OPLAADPT_9060,,AC,,,,parking,"Waalsekaai, zone Kooldok ",Parking Kooldok
488837.318156753,6658766.96335251,211154,"Waalsekaai, zone Kooldok",,Antwerpen,2000,,,,OPLAADPT_9061,,AC,,,,parking,"Waalsekaai, zone Kooldok ",Parking Kooldok
488837.318156753,6658766.96335251,211155,"Waalsekaai, zone Kooldok",,Antwerpen,2000,,,,OPLAADPT_9062,,AC,,,,parking,"Waalsekaai, zone Kooldok ",Parking Kooldok
488837.318156753,6658766.96335251,211156,"Waalsekaai, zone Kooldok",,Antwerpen,2000,,,,OPLAADPT_9063,,AC,,,,parking,"Waalsekaai, zone Kooldok ",Parking Kooldok
488837.318156753,6658766.96335251,211157,"Waalsekaai, zone Kooldok",,Antwerpen,2000,,,,OPLAADPT_9064,,AC,,,,parking,"Waalsekaai, zone Kooldok ",Parking Kooldok
488837.318156753,6658766.96335251,211158,"Waalsekaai, zone Kooldok",,Antwerpen,2000,,,,OPLAADPT_9065,,AC,,,,parking,"Waalsekaai, zone Kooldok ",Parking Kooldok
488837.318156753,6658766.96335251,211159,"Waalsekaai, zone Kooldok",,Antwerpen,2000,,,,OPLAADPT_9066,,AC,,,,parking,"Waalsekaai, zone Kooldok ",Parking Kooldok
488837.318156753,6658766.96335251,211160,"Waalsekaai, zone Kooldok",,Antwerpen,2000,,,,OPLAADPT_9067,,AC,,,,parking,"Waalsekaai, zone Kooldok ",Parking Kooldok
488837.318156753,6658766.96335251,211161,"Waalsekaai, zone Kooldok",,Antwerpen,2000,,,,OPLAADPT_9068,,AC,,,,parking,"Waalsekaai, zone Kooldok ",Parking Kooldok
491119.10788303,6659711.28676851,211162,Hopland,24,Antwerpen,2000,,,,OPLAADPT_7159,,AC,,,,parking,Hopland 24,Parking Horta
491119.10788303,6659711.28676851,211163,Hopland,24,Antwerpen,2000,,,,OPLAADPT_7160,,AC,,,,parking,Hopland 24,Parking Horta
491119.10788303,6659711.28676851,211164,Hopland,24,Antwerpen,2000,,,,OPLAADPT_7161,,AC,,,,parking,Hopland 24,Parking Horta
491119.10788303,6659711.28676851,211165,Hopland,24,Antwerpen,2000,,,,OPLAADPT_7162,,AC,,,,parking,Hopland 24,Parking Horta
491119.10788303,6659711.28676851,211166,Hopland,24,Antwerpen,2000,,,,OPLAADPT_7163,,AC,,,,parking,Hopland 24,Parking Horta
491119.10788303,6659711.28676851,211167,Hopland,24,Antwerpen,2000,,,,OPLAADPT_7164,,AC,,,,parking,Hopland 24,Parking Horta
491119.10788303,6659711.28676851,211168,Hopland,24,Antwerpen,2000,,,,OPLAADPT_7165,,AC,,,,parking,Hopland 24,Parking Horta
491119.10788303,6659711.28676851,211169,Hopland,24,Antwerpen,2000,,,,OPLAADPT_9008,,AC,,,,parking,Hopland 24,Parking Horta
491119.10788303,6659711.28676851,211170,Hopland,24,Antwerpen,2000,,,,OPLAADPT_9009,,AC,,,,parking,Hopland 24,Parking Horta
491119.10788303,6659711.28676851,211171,Hopland,24,Antwerpen,2000,,,,OPLAADPT_9010,,AC,,,,parking,Hopland 24,Parking Horta
491119.10788303,6659711.28676851,211172,Hopland,24,Antwerpen,2000,,,,OPLAADPT_9011,,AC,,,,parking,Hopland 24,Parking Horta
491119.10788303,6659711.28676851,211173,Hopland,24,Antwerpen,2000,,,,OPLAADPT_9012,,AC,,,,parking,Hopland 24,Parking Horta
491119.10788303,6659711.28676851,211174,Hopland,24,Antwerpen,2000,,,,OPLAADPT_9013,,AC,,,,parking,Hopland 24,Parking Horta
491119.10788303,6659711.28676851,211175,Hopland,24,Antwerpen,2000,,,,OPLAADPT_9014,,AC,,,,parking,Hopland 24,Parking Horta
491119.10788303,6659711.28676851,211176,Hopland,24,Antwerpen,2000,,,,OPLAADPT_9016,,AC,,,,parking,Hopland 24,Parking Horta
491119.10788303,6659711.28676851,211177,Hopland,24,Antwerpen,2000,,,,OPLAADPT_9017,,AC,,,,parking,Hopland 24,Parking Horta
491119.10788303,6659711.28676851,211178,Hopland,24,Antwerpen,2000,,,,OPLAADPT_9018,,AC,,,,parking,Hopland 24,Parking Horta
491119.10788303,6659711.28676851,211179,Hopland,24,Antwerpen,2000,,,,OPLAADPT_9019,,AC,,,,parking,Hopland 24,Parking Horta
491119.10788303,6659711.28676851,211180,Hopland,24,Antwerpen,2000,,,,OPLAADPT_9020,,AC,,,,parking,Hopland 24,Parking Horta
491119.10788303,6659711.28676851,211181,Hopland,24,Antwerpen,2000,,,,OPLAADPT_9021,,AC,,,,parking,Hopland 24,Parking Horta
491119.10788303,6659711.28676851,211182,Hopland,24,Antwerpen,2000,,,,OPLAADPT_9022,,AC,,,,parking,Hopland 24,Parking Horta
491081.860724627,6659731.26234736,211183,Hopland,45,Antwerpen,2000,,,,OPLAADPT_6330,,AC,,,,parking,Hopland 45,Parking Inno
493613.920695196,6657039.6049899,211184,Burgemeester E. Ryckaertsplein,2,Berchem,2600,,,,OPLAADPT_8839,,AC,,,,parking,Burgemeester E. Ryckaertsplein 2,Parking Berchem Station
493613.920695196,6657039.6049899,211185,Burgemeester E. Ryckaertsplein,2,Berchem,2600,,,,OPLAADPT_8840,,AC,,,,parking,Burgemeester E. Ryckaertsplein 2,Parking Berchem Station
493613.920695196,6657039.6049899,211186,Burgemeester E. Ryckaertsplein,2,Berchem,2600,,,,OPLAADPT_8841,,AC,,,,parking,Burgemeester E. Ryckaertsplein 2,Parking Berchem Station
493613.920695196,6657039.6049899,211187,Burgemeester E. Ryckaertsplein,2,Berchem,2600,,,,OPLAADPT_8842,,AC,,,,parking,Burgemeester E. Ryckaertsplein 2,Parking Berchem Station
493613.920695196,6657039.6049899,211188,Burgemeester E. Ryckaertsplein,2,Berchem,2600,,,,OPLAADPT_8843,,AC,,,,parking,Burgemeester E. Ryckaertsplein 2,Parking Berchem Station
493613.920695196,6657039.6049899,211189,Burgemeester E. Ryckaertsplein,2,Berchem,2600,,,,OPLAADPT_8844,,AC,,,,parking,Burgemeester E. Ryckaertsplein 2,Parking Berchem Station
493613.920695196,6657039.6049899,211190,Burgemeester E. Ryckaertsplein,2,Berchem,2600,,,,OPLAADPT_8845,,AC,,,,parking,Burgemeester E. Ryckaertsplein 2,Parking Berchem Station
493613.920695196,6657039.6049899,211191,Burgemeester E. Ryckaertsplein,2,Berchem,2600,,,,OPLAADPT_8846,,AC,,,,parking,Burgemeester E. Ryckaertsplein 2,Parking Berchem Station
493613.920695196,6657039.6049899,211192,Burgemeester E. Ryckaertsplein,2,Berchem,2600,,,,OPLAADPT_8847,,AC,,,,parking,Burgemeester E. Ryckaertsplein 2,Parking Berchem Station
493613.920695196,6657039.6049899,211193,Burgemeester E. Ryckaertsplein,2,Berchem,2600,,,,OPLAADPT_8848,,AC,,,,parking,Burgemeester E. Ryckaertsplein 2,Parking Berchem Station
493613.920695196,6657039.6049899,211194,Burgemeester E. Ryckaertsplein,2,Berchem,2600,,,,OPLAADPT_8849,,AC,,,,parking,Burgemeester E. Ryckaertsplein 2,Parking Berchem Station
493613.920695196,6657039.6049899,211195,Burgemeester E. Ryckaertsplein,2,Berchem,2600,,,,OPLAADPT_8850,,AC,,,,parking,Burgemeester E. Ryckaertsplein 2,Parking Berchem Station
489830.12232759,6660081.34623435,211196,Kammenstraat,2,Antwerpen,2000,,,,OPLAADPT_6288,,AC,,,,parking,Kammenstraat 2,Parking Brabo
489830.12232759,6660081.34623435,211197,Kammenstraat,2,Antwerpen,2000,,,,OPLAADPT_6289,,AC,,,,parking,Kammenstraat 2,Parking Brabo
489830.12232759,6660081.34623435,211198,Kammenstraat,2,Antwerpen,2000,,,,OPLAADPT_8851,,AC,,,,parking,Kammenstraat 2,Parking Brabo
489830.12232759,6660081.34623435,211199,Kammenstraat,2,Antwerpen,2000,,,,OPLAADPT_8852,,AC,,,,parking,Kammenstraat 2,Parking Brabo
489830.12232759,6660081.34623435,211200,Kammenstraat,2,Antwerpen,2000,,,,OPLAADPT_8853,,AC,,,,parking,Kammenstraat 2,Parking Brabo
492392.682208646,6658813.43998975,211201,Van Immerseelstraat,2,Antwerpen,2000,,,,OPLAADPT_6305,,AC,,,,parking,Van Immerseelstraat 2,Parking Centraal Station (B-Parking)
492392.682208646,6658813.43998975,211202,Van Immerseelstraat,2,Antwerpen,2000,,,,OPLAADPT_6306,,AC,,,,parking,Van Immerseelstraat 2,Parking Centraal Station (B-Parking)
492392.682208646,6658813.43998975,211203,Van Immerseelstraat,2,Antwerpen,2000,,,,OPLAADPT_6307,,AC,,,,parking,Van Immerseelstraat 2,Parking Centraal Station (B-Parking)
492392.682208646,6658813.43998975,211204,Van Immerseelstraat,2,Antwerpen,2000,,,,OPLAADPT_6308,,AC,,,,parking,Van Immerseelstraat 2,Parking Centraal Station (B-Parking)
492392.682208646,6658813.43998975,211205,Van Immerseelstraat,2,Antwerpen,2000,,,,OPLAADPT_6309,,AC,,,,parking,Van Immerseelstraat 2,Parking Centraal Station (B-Parking)
492392.682208646,6658813.43998975,211206,Van Immerseelstraat,2,Antwerpen,2000,,,,OPLAADPT_6310,,AC,,,,parking,Van Immerseelstraat 2,Parking Centraal Station (B-Parking)
492398.465153528,6658813.55403451,211207,Van Immerseelstraat,2,Antwerpen,2000,,,,OPLAADPT_7553,,AC,,,,parking,Van Immerseelstraat 2,Parking Centraal
492398.465153528,6658813.55403451,211208,Van Immerseelstraat,2,Antwerpen,2000,,,,OPLAADPT_7554,,AC,,,,parking,Van Immerseelstraat 2,Parking Centraal
490831.186915791,6658826.44596116,211209,Frankrijklei ,166,Antwerpen,,,,,OPLAADPT_6348,,AC,,,,parking,Frankrijklei  166,Parking Nationale Bank
490831.186915791,6658826.44596116,211210,Frankrijklei ,166,Antwerpen,,,,,OPLAADPT_6349,,AC,,,,parking,Frankrijklei  166,Parking Nationale Bank
490831.186915791,6658826.44596116,211211,Frankrijklei ,166,Antwerpen,,,,,OPLAADPT_6350,,AC,,,,parking,Frankrijklei  166,Parking Nationale Bank
487826.393327913,6657669.49520617,211212,Michel De Braeystraat,55,2000,2000,,,,OPLAADPT_9220,,AC,,,,parking,Michel De Braeystraat 55,Parking Zuiderplein
487826.393327913,6657669.49520617,211213,Michel De Braeystraat,55,2000,2000,,,,OPLAADPT_9221,,AC,,,,parking,Michel De Braeystraat 55,Parking Zuiderplein
487826.393327913,6657669.49520617,211214,Michel De Braeystraat,55,2000,2000,,,,OPLAADPT_9222,,AC,,,,parking,Michel De Braeystraat 55,Parking Zuiderplein
487826.393327913,6657669.49520617,211215,Michel De Braeystraat,55,2000,2000,,,,OPLAADPT_9223,,AC,,,,parking,Michel De Braeystraat 55,Parking Zuiderplein
487826.393327913,6657669.49520617,211216,Michel De Braeystraat,55,2000,2000,,,,OPLAADPT_9224,,AC,,,,parking,Michel De Braeystraat 55,Parking Zuiderplein
487826.393327913,6657669.49520617,211217,Michel De Braeystraat,55,2000,2000,,,,OPLAADPT_9225,,AC,,,,parking,Michel De Braeystraat 55,Parking Zuiderplein
487826.393327913,6657669.49520617,211218,Michel De Braeystraat,55,2000,2000,,,,OPLAADPT_9226,,AC,,,,parking,Michel De Braeystraat 55,Parking Zuiderplein
487826.393327913,6657669.49520617,211219,Michel De Braeystraat,55,2000,2000,,,,OPLAADPT_9227,,AC,,,,parking,Michel De Braeystraat 55,Parking Zuiderplein
492398.465153528,6658813.55403451,211220,Van Immerseelstraat,2,Antwerpen,2000,,,,OPLAADPT_7555,,AC,,,,parking,Van Immerseelstraat 2,Parking Centraal
492398.465153528,6658813.55403451,211221,Van Immerseelstraat,2,Antwerpen,2000,,,,OPLAADPT_7556,,AC,,,,parking,Van Immerseelstraat 2,Parking Centraal
492398.465153528,6658813.55403451,211222,Van Immerseelstraat,2,Antwerpen,2000,,,,OPLAADPT_7557,,AC,,,,parking,Van Immerseelstraat 2,Parking Centraal
492398.465153528,6658813.55403451,211223,Van Immerseelstraat,2,Antwerpen,2000,,,,OPLAADPT_7558,,AC,,,,parking,Van Immerseelstraat 2,Parking Centraal
492398.465153528,6658813.55403451,211224,Van Immerseelstraat,2,Antwerpen,2000,,,,OPLAADPT_7559,,AC,,,,parking,Van Immerseelstraat 2,Parking Centraal
492398.465153528,6658813.55403451,211225,Van Immerseelstraat,2,Antwerpen,2000,,,,OPLAADPT_7560,,AC,,,,parking,Van Immerseelstraat 2,Parking Centraal
492398.465153528,6658813.55403451,211226,Van Immerseelstraat,2,Antwerpen,2000,,,,OPLAADPT_7561,,AC,,,,parking,Van Immerseelstraat 2,Parking Centraal
492398.465153528,6658813.55403451,211227,Van Immerseelstraat,2,Antwerpen,2000,,,,OPLAADPT_7562,,AC,,,,parking,Van Immerseelstraat 2,Parking Centraal
492398.465153528,6658813.55403451,211228,Van Immerseelstraat,2,Antwerpen,2000,,,,OPLAADPT_7563,,AC,,,,parking,Van Immerseelstraat 2,Parking Centraal
489946.206164537,6660095.55274473,211229,Groenplaats,46,Antwerpen,2000,,,,OPLAADPT_6340,,AC,,,,parking,Groenplaats 46,Parking Groenplaats
489946.206164537,6660095.55274473,211230,Groenplaats,46,Antwerpen,2000,,,,OPLAADPT_8268,,AC,,,,parking,Groenplaats 46,Parking Groenplaats
489946.206164537,6660095.55274473,211231,Groenplaats,46,Antwerpen,2000,,,,OPLAADPT_8269,,AC,,,,parking,Groenplaats 46,Parking Groenplaats
489946.206164537,6660095.55274473,211232,Groenplaats,46,Antwerpen,2000,,,,OPLAADPT_8270,,AC,,,,parking,Groenplaats 46,Parking Groenplaats
496396.883252439,6662425.31283897,211233,Raasplein ,,Deurne,2100,,26/02/2020,,OPLAADPT_8182,Blue Corner,AC,,,,straatparkeren,Raasplein  ,
493165.352195403,6652943.12165656,211234,Ringlaan ,49,Berchem,2600,,31/01/2020,,OPLAADPT_8183,Blue Corner,AC,,,,straatparkeren,Ringlaan  49,
493754.210397368,6654111.81728266,211235,Rooiplein,,Berchem,2600,,25/01/2019,,OPLAADPT_8184,Blue Corner,AC,,,,straatparkeren,Rooiplein ,
492392.682208646,6658813.43998975,211236,Van Immerseelstraat,2,Antwerpen,2000,,,,OPLAADPT_8250,,AC,,,,parking,Van Immerseelstraat 2,Parking Centraal Station (B-Parking)
492392.682208646,6658813.43998975,211237,Van Immerseelstraat,2,Antwerpen,2000,,,,OPLAADPT_8251,,AC,,,,parking,Van Immerseelstraat 2,Parking Centraal Station (B-Parking)
492392.682208646,6658813.43998975,211238,Van Immerseelstraat,2,Antwerpen,2000,,,,OPLAADPT_8254,,AC,,,,parking,Van Immerseelstraat 2,Parking Centraal Station (B-Parking)
492392.682208646,6658813.43998975,211239,Van Immerseelstraat,2,Antwerpen,2000,,,,OPLAADPT_8255,,AC,,,,parking,Van Immerseelstraat 2,Parking Centraal Station (B-Parking)
492392.682208646,6658813.43998975,211240,Van Immerseelstraat,2,Antwerpen,2000,,,,OPLAADPT_8256,,AC,,,,parking,Van Immerseelstraat 2,Parking Centraal Station (B-Parking)
492392.682208646,6658813.43998975,211241,Van Immerseelstraat,2,Antwerpen,2000,,,,OPLAADPT_8257,,AC,,,,parking,Van Immerseelstraat 2,Parking Centraal Station (B-Parking)
492398.465153528,6658813.55403451,211242,Van Immerseelstraat,2,Antwerpen,2000,,,,OPLAADPT_8856,,AC,,,,parking,Van Immerseelstraat 2,Parking Centraal
491081.860724627,6659731.26234736,211243,Hopland,45,Antwerpen,2000,,,,OPLAADPT_6331,,AC,,,,parking,Hopland 45,Parking Inno
491081.860724627,6659731.26234736,211244,Hopland,45,Antwerpen,2000,,,,OPLAADPT_6332,,AC,,,,parking,Hopland 45,Parking Inno
491081.860724627,6659731.26234736,211245,Hopland,45,Antwerpen,2000,,,,OPLAADPT_8266,,AC,,,,parking,Hopland 45,Parking Inno
491081.860724627,6659731.26234736,211246,Hopland,45,Antwerpen,2000,,,,OPLAADPT_8267,,AC,,,,parking,Hopland 45,Parking Inno
491081.860724627,6659731.26234736,211247,Hopland,45,Antwerpen,2000,,,,OPLAADPT_9024,,AC,,,,parking,Hopland 45,Parking Inno
491081.860724627,6659731.26234736,211248,Hopland,45,Antwerpen,2000,,,,OPLAADPT_9025,,AC,,,,parking,Hopland 45,Parking Inno
491081.860724627,6659731.26234736,211249,Hopland,45,Antwerpen,2000,,,,OPLAADPT_9026,,AC,,,,parking,Hopland 45,Parking Inno
491081.860724627,6659731.26234736,211250,Hopland,45,Antwerpen,2000,,,,OPLAADPT_9027,,AC,,,,parking,Hopland 45,Parking Inno
489455.632200037,6658067.34071475,211251,Bouwmeestersstraat ,18,Antwerpen,2000,,,,OPLAADPT_6209,Blue Corner,DC,,,,straatparkeren,Bouwmeestersstraat  18,
489455.632200037,6658067.34071475,211252,Bouwmeestersstraat ,18,Antwerpen,2000,,,,OPLAADPT_8131,Blue Corner,DC,,,,straatparkeren,Bouwmeestersstraat  18,
492227.539804087,6658429.00937745,211253,Brialmontlei ,56,Antwerpen,2018,,28/11/2018,,OPLAADPT_6210,Blue Corner,AC,,,,straatparkeren,Brialmontlei  56,
492227.539804087,6658429.00937745,211254,Brialmontlei ,56,Antwerpen,2018,,28/11/2018,,OPLAADPT_8132,Blue Corner,AC,,,,straatparkeren,Brialmontlei  56,
491748.773409697,6659671.39880454,211255,Appelmansstraat,25,Antwerpen,2018,,,,OPLAADPT_6320,,AC,,,,parking,Appelmansstraat 25,Parking Diamant
490307.274927791,6660142.86973428,211256,Eiermarkt,33,Antwerpen,2000,,,,OPLAADPT_8311,,AC,,,,parking,Eiermarkt 33,Parking Meir
491081.860724627,6659731.26234736,211257,Hopland,45,Antwerpen,2000,,,,OPLAADPT_9040,,AC,,,,parking,Hopland 45,Parking Inno
491081.860724627,6659731.26234736,211258,Hopland,45,Antwerpen,2000,,,,OPLAADPT_9041,,AC,,,,parking,Hopland 45,Parking Inno
491081.860724627,6659731.26234736,211259,Hopland,45,Antwerpen,2000,,,,OPLAADPT_9042,,AC,,,,parking,Hopland 45,Parking Inno
491081.860724627,6659731.26234736,211260,Hopland,45,Antwerpen,2000,,,,OPLAADPT_9043,,AC,,,,parking,Hopland 45,Parking Inno
491081.860724627,6659731.26234736,211261,Hopland,45,Antwerpen,2000,,,,OPLAADPT_9044,,AC,,,,parking,Hopland 45,Parking Inno
491081.860724627,6659731.26234736,211262,Hopland,45,Antwerpen,2000,,,,OPLAADPT_9045,,AC,,,,parking,Hopland 45,Parking Inno
491081.860724627,6659731.26234736,211263,Hopland,45,Antwerpen,2000,,,,OPLAADPT_9046,,AC,,,,parking,Hopland 45,Parking Inno
491600.355274364,6659543.01887291,211264,Quellinstraat,39,Antwerpen,2018,,,,OPLAADPT_7975,,AC,,,,parking,Quellinstraat 39,Parking Keyserlei
491600.355274364,6659543.01887291,211265,Quellinstraat,39,Antwerpen,2018,,,,OPLAADPT_7976,,AC,,,,parking,Quellinstraat 39,Parking Keyserlei
488837.318156753,6658766.96335251,211266,"Waalsekaai, zone Kooldok",,Antwerpen,2000,,,,OPLAADPT_8004,,AC,,,,parking,"Waalsekaai, zone Kooldok ",Parking Kooldok
490831.186915791,6658826.44596116,211267,Frankrijklei ,166,Antwerpen,,,,,OPLAADPT_9149,,AC,,,,parking,Frankrijklei  166,Parking Nationale Bank
490831.186915791,6658826.44596116,211268,Frankrijklei ,166,Antwerpen,,,,,OPLAADPT_9150,,AC,,,,parking,Frankrijklei  166,Parking Nationale Bank
490831.186915791,6658826.44596116,211269,Frankrijklei ,166,Antwerpen,,,,,OPLAADPT_9151,,AC,,,,parking,Frankrijklei  166,Parking Nationale Bank
490831.186915791,6658826.44596116,211270,Frankrijklei ,166,Antwerpen,,,,,OPLAADPT_9152,,AC,,,,parking,Frankrijklei  166,Parking Nationale Bank
490831.186915791,6658826.44596116,211271,Frankrijklei ,166,Antwerpen,,,,,OPLAADPT_9153,,AC,,,,parking,Frankrijklei  166,Parking Nationale Bank
490831.186915791,6658826.44596116,211272,Frankrijklei ,166,Antwerpen,,,,,OPLAADPT_9154,,AC,,,,parking,Frankrijklei  166,Parking Nationale Bank
490831.186915791,6658826.44596116,211273,Frankrijklei ,166,Antwerpen,,,,,OPLAADPT_9155,,AC,,,,parking,Frankrijklei  166,Parking Nationale Bank
490831.186915791,6658826.44596116,211274,Frankrijklei ,166,Antwerpen,,,,,OPLAADPT_9156,,AC,,,,parking,Frankrijklei  166,Parking Nationale Bank
490017.321961128,6659885.3608628,211275,Lombardenvest,11,Antwerpen,2000,,,,OPLAADPT_9094,,AC,,,,parking,Lombardenvest 11,Parking Lombardia
488304.387596895,6658080.83520327,211276,"Waalsekaai, zone Steendok",,Antwerpen,2000,,,,OPLAADPT_7985,,AC,,,,parking,"Waalsekaai, zone Steendok ",Parking Steendok
488304.387596895,6658080.83520327,211277,"Waalsekaai, zone Steendok",,Antwerpen,2000,,,,OPLAADPT_7986,,AC,,,,parking,"Waalsekaai, zone Steendok ",Parking Steendok
488304.387596895,6658080.83520327,211278,"Waalsekaai, zone Steendok",,Antwerpen,2000,,,,OPLAADPT_7987,,AC,,,,parking,"Waalsekaai, zone Steendok ",Parking Steendok
488304.387596895,6658080.83520327,211279,"Waalsekaai, zone Steendok",,Antwerpen,2000,,,,OPLAADPT_7988,,AC,,,,parking,"Waalsekaai, zone Steendok ",Parking Steendok
488304.387596895,6658080.83520327,211280,"Waalsekaai, zone Steendok",,Antwerpen,2000,,,,OPLAADPT_7989,,AC,,,,parking,"Waalsekaai, zone Steendok ",Parking Steendok
488304.387596895,6658080.83520327,211281,"Waalsekaai, zone Steendok",,Antwerpen,2000,,,,OPLAADPT_7990,,AC,,,,parking,"Waalsekaai, zone Steendok ",Parking Steendok
488304.387596895,6658080.83520327,211282,"Waalsekaai, zone Steendok",,Antwerpen,2000,,,,OPLAADPT_7991,,AC,,,,parking,"Waalsekaai, zone Steendok ",Parking Steendok
488304.387596895,6658080.83520327,211283,"Waalsekaai, zone Steendok",,Antwerpen,2000,,,,OPLAADPT_7992,,AC,,,,parking,"Waalsekaai, zone Steendok ",Parking Steendok
488304.387596895,6658080.83520327,211284,"Waalsekaai, zone Steendok",,Antwerpen,2000,,,,OPLAADPT_7993,,AC,,,,parking,"Waalsekaai, zone Steendok ",Parking Steendok
493461.654053676,6656907.18260953,211285,Uitbreidingstraat,474,Berchem,2600,,20/07/2018,,OPLAADPT_6278,Blue Corner,AC,,,,straatparkeren,Uitbreidingstraat 474,
496994.026757714,6656117.58701897,211286,Unitaslaan ,95,Deurne,2100,,18/03/2021,,OPLAADPT_6279,Blue Corner,AC,,,,straatparkeren,Unitaslaan  95,
491644.522046555,6658542.65737741,211287,Van Eycklei ,39,Antwerpen,2018,,3/03/2020,,OPLAADPT_6280,Blue Corner,AC,,,,straatparkeren,Van Eycklei  39,
491950.863480453,6670440.57011465,211288,Veltwijcklaan ,1,Ekeren,2180,,29/03/2017,,OPLAADPT_6281,Blue Corner,AC,,,,straatparkeren,Veltwijcklaan  1,
498281.788216491,6661020.39507824,211289,Venneborglaan ,148,Deurne,2100,,31/12/2017,,OPLAADPT_6282,Blue Corner,AC,,,,straatparkeren,Venneborglaan  148,
490751.348355381,6655726.1561547,211290,Karel Oomsstraat ,,Antwerpen,2018,,,,OPLAADPT_8154,Blue Corner,DC,,,,straatparkeren,Karel Oomsstraat  ,
489197.973375469,6656309.92119625,211291,Kielsevest ,8,Antwerpen,2018,,17/04/2019,,OPLAADPT_8155,Blue Corner,AC,,,,straatparkeren,Kielsevest  8,
488806.317706262,6656522.91139712,211292,Kielsevest ,82,Antwerpen,2018,,,,OPLAADPT_8156,Blue Corner,DC,,,,straatparkeren,Kielsevest  82,
498583.270854874,6661869.07165591,211293,Ruggeveldlaan ,742,Deurne,2100,,11/07/2019,,OPLAADPT_8185,Blue Corner,AC,,,,straatparkeren,Ruggeveldlaan  742,
489357.520525276,6658315.75633966,211294,Schildersstraat ,27,Antwerpen,2000,,29/11/2018,,OPLAADPT_8186,Blue Corner,AC,,,,straatparkeren,Schildersstraat  27,
490248.017084622,6661724.63439853,211295,Sint-Aldegondiskaai ,38,Antwerpen,2000,,11/10/2016,,OPLAADPT_8187,Blue Corner,AC,,,,straatparkeren,Sint-Aldegondiskaai  38,
494541.445701534,6664223.53164205,211296,Sint-Bartholomeusstraat (parking tegenover Trammezandlei),,Merksem,2170,,6/04/2018,,OPLAADPT_8188,Blue Corner,AC,,,,straatparkeren,Sint-Bartholomeusstraat (parking tegenover Trammezandlei) ,
495083.910777661,6664969.87739503,211297,Sint-Franciscusplein ,1,Merksem,2170,,13/06/2019,,OPLAADPT_8189,Blue Corner,AC,,,,straatparkeren,Sint-Franciscusplein  1,
496619.909376321,6661886.67174255,211298,Sint-Fredegandusstraat ,36,Deurne,2100,,31/07/2019,,OPLAADPT_8190,Blue Corner,AC,,,,straatparkeren,Sint-Fredegandusstraat  36,
497002.201031397,6657667.95777845,211299,Sint-Rochusstraat ,67,Deurne,2100,,8/09/2020,,OPLAADPT_8191,Blue Corner,AC,,,,straatparkeren,Sint-Rochusstraat  67,
489475.40509703,6660648.09343915,211300,Steenplein,,Antwerpen,2000,,11/10/2016,,OPLAADPT_8192,Blue Corner,AC,,,,straatparkeren,Steenplein ,
492966.939377728,6653723.54478145,211301,Strijdhoflaan ,116,Berchem,2600,,16/11/2017,,OPLAADPT_8193,Blue Corner,AC,,,,straatparkeren,Strijdhoflaan  116,
497494.716860937,6660349.58427906,211302,Ter Rivierenlaan ,8,Deurne,2100,,28/01/2019,,OPLAADPT_8194,Blue Corner,AC,,,,straatparkeren,Ter Rivierenlaan  8,
489964.915266738,6658353.81445138,211303,Tolstraat ,76,Antwerpen,2000,,28/11/2018,,OPLAADPT_8195,Blue Corner,AC,,,,straatparkeren,Tolstraat  76,
